rw_delta,ww_delta,alt_barr,data_deps,num_events,num_edges,num_ops,num_read,num_writes,num_time_edges,num_races,num_harmful,num_commute,num_covered,num_time_filtered_races,num_pkts,num_per_pkt_races,num_per_pkt_inconsistent,num_per_pkt_inconsistent_covered,num_per_pkt_entry_version_race,num_per_pkt_inconsistent_no_repeat,num_versions,num_racing_versions
0,0,False,True,8031,13967,2412,920,1492,2851,236429,0,233578,0,2851,131,0,0,0,0,0,37,0
1,1,False,True,8031,13944,2412,920,1492,2710,236429,133,233578,8,2710,131,48,32,0,16,21,37,0
2,2,False,True,8031,13937,2412,920,1492,2598,236429,239,233578,14,2598,131,66,48,1,17,41,37,0
3,3,False,True,8031,13922,2412,920,1492,2463,236429,371,233578,17,2463,131,86,70,0,16,65,37,0
4,4,False,True,8031,13882,2412,920,1492,2326,236429,501,233578,24,2326,131,99,82,0,17,76,37,0
5,5,False,True,8031,13867,2412,920,1492,2189,236429,632,233578,30,2189,131,114,92,0,22,89,37,0
6,6,False,True,8031,13850,2412,920,1492,2084,236429,733,233578,34,2084,131,119,95,0,24,90,37,0
7,7,False,True,8031,13837,2412,920,1492,1994,236429,816,233578,41,1994,131,126,100,1,25,97,37,0
8,8,False,True,8031,13804,2412,920,1492,1918,236429,887,233578,46,1918,131,126,101,1,24,97,37,0
9,9,False,True,8031,13797,2412,920,1492,1888,236429,912,233578,51,1888,131,126,101,1,24,95,37,0
10,10,False,True,8031,13758,2412,920,1492,1837,236429,951,233578,63,1837,131,126,101,1,24,95,37,0
inf,inf,False,True,8031,11921,2412,920,1492,0,236429,1712,233578,1139,0,131,126,101,12,13,95,37,0
