rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,16.076748,10.486051,5.000276,0.443656,0.012808,0.029478,0.103063,0.001327,-0.000047
1,1,False,True,16.310374,10.556332,4.890196,0.345810,0.012374,0.031636,0.344472,0.123230,-0.006285
2,2,False,True,15.885803,10.211405,4.772197,0.105638,0.012605,0.028650,0.536086,0.197438,-0.021738
3,3,False,True,16.479085,10.266031,4.718768,0.087087,0.012288,0.028766,1.021154,0.310253,-0.034696
4,4,False,True,17.370059,10.408441,4.691184,0.084884,0.014101,0.035168,1.517550,0.566151,-0.052538
5,5,False,True,17.806122,10.356909,4.685739,0.083501,0.013207,0.030136,1.904098,0.500977,-0.231485
6,6,False,True,18.401474,10.600902,4.616158,0.084259,0.011939,0.027915,2.233233,0.583243,-0.243773
7,7,False,True,18.883972,10.597208,4.577327,0.083570,0.013496,0.030582,2.658603,0.667538,-0.255598
8,8,False,True,18.812355,10.262298,4.511488,0.078580,0.011497,0.028459,2.933744,0.743658,-0.242583
9,9,False,True,18.973859,10.261571,4.430662,0.078345,0.012524,0.028927,3.116631,0.799035,-0.246117
10,10,False,True,19.575932,10.528468,4.430257,0.078911,0.012515,0.031539,3.357831,0.853345,-0.283017
inf,inf,False,True,23.253526,10.314170,2.545934,0.061907,0.009588,0.025426,7.652551,2.123276,-0.520625
