rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,15.988105,10.436081,4.987733,0.417066,0.012516,0.028870,0.104334,0.001418,-0.000050
1,1,False,True,16.037577,10.307501,4.896990,0.315953,0.012245,0.031526,0.343094,0.123356,-0.006870
2,2,False,True,15.982883,10.321907,4.772816,0.105383,0.012451,0.028141,0.524514,0.195704,-0.021914
3,3,False,True,16.418625,10.231392,4.685051,0.087306,0.011848,0.027958,1.029835,0.310210,-0.034984
4,4,False,True,17.262889,10.315877,4.706642,0.085543,0.014137,0.033834,1.488097,0.566122,-0.052594
5,5,False,True,17.556892,10.227987,4.596304,0.083334,0.013005,0.029348,1.870441,0.500117,-0.236306
6,6,False,True,18.014666,10.324676,4.565257,0.079887,0.012233,0.027725,2.215007,0.576659,-0.213174
7,7,False,True,18.440280,10.282818,4.520293,0.080440,0.011551,0.027537,2.601709,0.659499,-0.256377
8,8,False,True,18.747636,10.272078,4.421513,0.078916,0.011227,0.027754,2.901504,0.748501,-0.286094
9,9,False,True,18.916487,10.241528,4.424043,0.078762,0.011800,0.028148,3.093400,0.793556,-0.245201
10,10,False,True,19.165634,10.282468,4.339243,0.076287,0.011144,0.030493,3.318176,0.851370,-0.256404
inf,inf,False,True,23.285106,10.255588,2.552989,0.063294,0.010723,0.028358,7.717248,2.104623,-0.552236
