key/t,False-0,False-1,False-2,False-3,False-4,False-5,False-6,False-7,False-8,False-9,False-10,False-inf
total_time_sec,2.306892,2.311442,2.234319,2.113636,2.231339,2.231422,2.219816,2.229573,2.236312,2.252046,2.265633,2.624454
load_time_sec,1.028754,1.051347,1.017618,0.911852,1.024337,1.046439,1.029483,1.037899,1.043570,1.037510,1.027470,1.046791
detect_races_time_sec,1.227368,1.188451,1.140172,1.119406,1.119812,1.095234,1.097290,1.092830,1.081312,1.070677,1.052827,0.930142
extract_traces_time_sec,0.032247,0.031687,0.031002,0.030613,0.029961,0.029532,0.027470,0.026947,0.026671,0.026384,0.026248,0.026067
find_reactive_cmds_time_sec,0.005596,0.005599,0.005481,0.005480,0.005472,0.005399,0.005451,0.005537,0.005303,0.005143,0.004913,0.004075
find_proactive_cmds_time_sec,0.012232,0.012302,0.012170,0.012164,0.012262,0.012144,0.012156,0.012420,0.012129,0.012071,0.012106,0.011322
find_covered_races_time,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
per_packet_inconsistent_time_sec,0.000637,0.021478,0.026837,0.032342,0.036953,0.039680,0.044971,0.050406,0.061493,0.086910,0.118792,0.486307
find_inconsistent_update_time_sec,0.000041,0.000562,0.001021,0.001761,0.002526,0.002976,0.002979,0.003517,0.005817,0.013335,0.023260,0.119733
