rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,15.719517,10.211676,4.928403,0.437411,0.012210,0.029455,0.098643,0.001617,-0.000061
1,1,False,True,15.967648,10.251112,4.851158,0.346903,0.013867,0.033843,0.341543,0.122945,-0.006236
2,2,False,True,16.137453,10.429702,4.793665,0.108724,0.012540,0.034953,0.536823,0.199721,-0.021280
3,3,False,True,16.415009,10.193804,4.722355,0.087943,0.011710,0.028386,1.026770,0.309398,-0.034603
4,4,False,True,17.322216,10.360331,4.730149,0.087804,0.013511,0.032819,1.504823,0.540489,-0.052249
5,5,False,True,17.576204,10.261243,4.625889,0.082751,0.011503,0.028025,1.859777,0.504644,-0.202323
6,6,False,True,17.983637,10.310751,4.568287,0.079556,0.011542,0.027796,2.192524,0.579166,-0.213967
7,7,False,True,18.380093,10.278601,4.493675,0.084517,0.013930,0.029402,2.587810,0.662741,-0.229367
8,8,False,True,18.792426,10.306750,4.452370,0.078228,0.012703,0.029557,2.905483,0.740801,-0.266486
9,9,False,True,18.988474,10.267922,4.403884,0.077286,0.011127,0.028660,3.128580,0.797414,-0.273553
10,10,False,True,19.159798,10.273493,4.351042,0.077453,0.012229,0.031322,3.306721,0.853494,-0.253996
inf,inf,False,True,23.264258,10.255914,2.556792,0.061500,0.009822,0.026047,7.680222,2.106477,-0.567434
