key/t,False-0,False-1,False-2,False-3,False-4,False-5,False-6,False-7,False-8,False-9,False-10,False-inf
num_events,2106,2106,2106,2106,2106,2106,2106,2106,2106,2106,2106,2106
num_edges,9816,9747,9677,9602,9541,9486,9454,9381,9200,8788,8254,2841
num_ops,645,645,645,645,645,645,645,645,645,645,645,645
num_read,359,359,359,359,359,359,359,359,359,359,359,359
num_writes,286,286,286,286,286,286,286,286,286,286,286,286
num_time_edges,7268,7068,6988,6895,6820,6758,6697,6617,6424,6003,5466,0
num_races,20447,20447,20447,20447,20447,20447,20447,20447,20447,20447,20447,20447
num_harmful,0,196,272,358,423,480,535,613,802,1216,1750,6969
num_commute,13179,13179,13179,13179,13179,13179,13179,13179,13179,13179,13179,13179
num_covered,0,4,8,15,25,30,36,38,42,49,52,299
num_time_filtered_races,7268,7068,6988,6895,6820,6758,6697,6617,6424,6003,5466,0
num_pkts,77,77,77,77,77,77,77,77,77,77,77,77
num_per_pkt_races,0,42,43,48,49,53,57,61,64,66,69,76
num_per_pkt_inconsistent,0,40,42,45,46,48,52,53,55,56,56,62
num_per_pkt_inconsistent_covered,0,0,0,1,1,1,1,1,1,1,1,6
num_per_pkt_entry_version_race,0,2,1,2,2,4,4,7,8,9,12,8
num_per_pkt_inconsistent_no_repeat,0,40,42,45,46,48,51,52,54,55,55,58
num_versions,127,127,127,127,127,127,127,127,127,127,127,127
num_racing_versions,0,2,4,7,10,12,12,18,42,96,174,588
