rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,4.123965,2.581917,1.048187,0.194853,0.003488,0.017623,0.276750,0.001058,-0.000021
0,0,True,True,3.874893,2.593408,1.012398,0.115147,0.003830,0.019346,0.129593,0.001093,-0.000024
1,1,False,True,4.191600,2.570527,1.033852,0.161035,0.003599,0.018301,0.395523,0.008666,-0.000037
1,1,True,True,4.102675,2.713947,1.050494,0.113820,0.003812,0.018032,0.194516,0.007976,-0.000028
2,2,False,True,4.401024,2.580436,1.031540,0.158825,0.003623,0.018752,0.589080,0.018669,-0.000036
2,2,True,True,4.130416,2.686779,1.026176,0.100825,0.003663,0.019447,0.274946,0.018490,-0.000039
3,3,False,True,4.551819,2.631611,1.025058,0.155058,0.004135,0.019649,0.689324,0.026877,-0.000044
3,3,True,True,4.221734,2.712786,1.025091,0.111046,0.003636,0.020311,0.320894,0.027869,-0.000046
4,4,False,True,4.596223,2.608616,1.033147,0.146314,0.003632,0.019729,0.750418,0.034255,-0.000050
4,4,True,True,4.343201,2.801358,1.020185,0.110028,0.003777,0.021368,0.353029,0.033341,-0.000061
5,5,False,True,4.648268,2.597638,1.011305,0.146420,0.003539,0.017439,0.826602,0.045207,-0.000057
5,5,True,True,4.379128,2.759647,1.042520,0.109456,0.003563,0.018189,0.402663,0.042974,-0.000062
6,6,False,True,4.710200,2.592955,1.000064,0.140742,0.003578,0.017928,0.901258,0.053555,-0.000069
6,6,True,True,4.398974,2.763215,1.023224,0.107807,0.003370,0.017762,0.428691,0.054777,-0.000072
7,7,False,True,4.919041,2.594841,1.010608,0.141883,0.003677,0.018787,1.073195,0.075850,-0.000126
7,7,True,True,4.458893,2.771388,1.031543,0.099839,0.003596,0.018673,0.470626,0.063097,-0.000075
8,8,False,True,4.922194,2.685768,1.011918,0.137238,0.003747,0.019573,0.994081,0.069740,-0.000078
8,8,True,True,4.326667,2.740297,0.956093,0.101420,0.003588,0.019580,0.442098,0.063452,-0.000076
9,9,False,True,4.813670,2.602635,0.996416,0.139049,0.003710,0.021071,0.973969,0.076674,-0.000083
9,9,True,True,4.240791,2.621783,0.964013,0.099110,0.003894,0.019068,0.460697,0.072074,-0.000086
10,10,False,True,4.975479,2.673766,1.057761,0.132503,0.003551,0.017679,1.009131,0.080900,-0.000126
10,10,True,True,4.213216,2.596259,0.949666,0.095476,0.003445,0.018535,0.472649,0.077032,-0.000087
inf,inf,False,True,4.955194,2.683835,0.935423,0.102064,0.003675,0.019507,1.085707,0.124780,-0.000147
inf,inf,True,True,4.230532,2.602030,0.948873,0.032048,0.003355,0.018625,0.495137,0.130244,-0.000168
