rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.567718,0.377755,0.083196,0.033697,0.000589,0.011320,0.060825,0.000295,-0.000007
1,1,False,True,0.569772,0.377403,0.082452,0.034875,0.000594,0.011930,0.061561,0.000915,-0.000010
2,2,False,True,0.580824,0.382742,0.083616,0.035018,0.000685,0.011256,0.065987,0.001454,-0.000033
3,3,False,True,0.587205,0.384656,0.083734,0.036790,0.000602,0.011418,0.067883,0.002051,-0.000038
4,4,False,True,0.582410,0.379990,0.086492,0.033197,0.000617,0.012271,0.067354,0.002398,-0.000058
5,5,False,True,0.591472,0.393724,0.081061,0.031354,0.000633,0.011656,0.070251,0.002700,-0.000060
6,6,False,True,0.589570,0.385183,0.082783,0.033092,0.000580,0.011868,0.072851,0.003117,-0.000063
7,7,False,True,0.587700,0.385513,0.079731,0.029516,0.000559,0.011644,0.076862,0.003761,-0.000077
8,8,False,True,0.595992,0.389414,0.075830,0.029132,0.000551,0.011418,0.085358,0.004168,-0.000087
9,9,False,True,0.600802,0.381944,0.074827,0.029463,0.000613,0.011631,0.096502,0.005695,-0.000094
10,10,False,True,0.617009,0.390845,0.078505,0.011577,0.000536,0.026849,0.102098,0.006457,-0.000110
inf,inf,False,True,0.614950,0.381987,0.066328,0.010253,0.000513,0.028940,0.110827,0.015890,-0.000177
