rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.567483,0.375186,0.082476,0.037168,0.000605,0.011750,0.059921,0.000335,-0.000009
1,1,False,True,0.568966,0.376653,0.082296,0.034304,0.000580,0.011474,0.062703,0.000913,-0.000010
2,2,False,True,0.587275,0.385269,0.082200,0.038831,0.000653,0.012232,0.066612,0.001367,-0.000043
3,3,False,True,0.572923,0.378757,0.080704,0.032609,0.000609,0.011718,0.066373,0.002084,-0.000037
4,4,False,True,0.577045,0.377724,0.082238,0.031792,0.000632,0.011514,0.070626,0.002427,-0.000059
5,5,False,True,0.588643,0.392509,0.079615,0.033530,0.000780,0.012155,0.067349,0.002610,-0.000060
6,6,False,True,0.586324,0.383266,0.078929,0.032841,0.000559,0.011706,0.075853,0.003080,-0.000058
7,7,False,True,0.594169,0.386998,0.078658,0.031618,0.000575,0.011550,0.080889,0.003770,-0.000078
8,8,False,True,0.593279,0.386415,0.078036,0.029306,0.000564,0.011197,0.083317,0.004305,-0.000097
9,9,False,True,0.599869,0.385187,0.073092,0.029011,0.000546,0.011871,0.094535,0.005496,-0.000094
10,10,False,True,0.609841,0.385392,0.072372,0.011272,0.000527,0.027013,0.106248,0.006865,-0.000118
inf,inf,False,True,0.623016,0.381951,0.075161,0.010600,0.000524,0.029079,0.109532,0.015954,-0.000181
