rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.568820,0.376529,0.083128,0.033652,0.000580,0.011510,0.063044,0.000334,-0.000008
1,1,False,True,0.574360,0.378336,0.082375,0.034889,0.000602,0.011988,0.065084,0.001043,-0.000010
2,2,False,True,0.585399,0.387217,0.084904,0.033379,0.000620,0.011684,0.065981,0.001544,-0.000035
3,3,False,True,0.575707,0.380262,0.081114,0.032002,0.000628,0.011532,0.068292,0.001811,-0.000035
4,4,False,True,0.576596,0.378619,0.079269,0.033156,0.000676,0.012002,0.070210,0.002569,-0.000061
5,5,False,True,0.576427,0.376738,0.079329,0.032753,0.000594,0.011750,0.072622,0.002554,-0.000054
6,6,False,True,0.583321,0.381600,0.077929,0.034050,0.000569,0.011347,0.074545,0.003182,-0.000063
7,7,False,True,0.579038,0.376449,0.075899,0.030642,0.000556,0.011119,0.080484,0.003777,-0.000076
8,8,False,True,0.580821,0.376544,0.074734,0.030458,0.000555,0.011508,0.082899,0.004006,-0.000080
9,9,False,True,0.589581,0.377769,0.072629,0.028536,0.000549,0.011710,0.092477,0.005753,-0.000117
10,10,False,True,0.602657,0.383569,0.071851,0.011116,0.000521,0.028658,0.100022,0.006777,-0.000112
inf,inf,False,True,0.606964,0.375313,0.066463,0.010495,0.000515,0.029100,0.108985,0.015880,-0.000178
