rw_delta,ww_delta,alt_barr,data_deps,num_events,num_edges,num_ops,num_read,num_writes,num_time_edges,num_races,num_harmful,num_commute,num_covered,num_time_filtered_races,num_pkts,num_per_pkt_races,num_per_pkt_inconsistent,num_per_pkt_inconsistent_covered,num_per_pkt_entry_version_race,num_per_pkt_inconsistent_no_repeat,num_versions,num_racing_versions
0,0,False,True,9159,54113,3581,808,2773,40967,2035789,0,1994822,0,40967,103,0,0,0,0,0,732,0
1,1,False,True,9159,53524,3581,808,2773,40291,2035789,676,1994822,0,40291,103,48,37,0,11,37,732,59
2,2,False,True,9159,52618,3581,808,2773,39343,2035789,1624,1994822,0,39343,103,64,49,0,15,48,732,72
3,3,False,True,9159,51809,3581,808,2773,38524,2035789,2443,1994822,0,38524,103,69,60,0,9,53,732,103
4,4,False,True,9159,50990,3581,808,2773,37700,2035789,3267,1994822,0,37700,103,79,65,0,14,51,732,109
5,5,False,True,9159,50253,3581,808,2773,36963,2035789,4004,1994822,0,36963,103,83,69,0,14,51,732,103
6,6,False,True,9159,49413,3581,808,2773,36176,2035789,4791,1994822,0,36176,103,83,73,0,10,51,732,103
7,7,False,True,9159,48683,3581,808,2773,35472,2035789,5495,1994822,0,35472,103,86,73,0,13,51,732,105
8,8,False,True,9159,47888,3581,808,2773,34695,2035789,6272,1994822,0,34695,103,86,73,0,13,51,732,114
9,9,False,True,9159,47097,3581,808,2773,33911,2035789,7055,1994822,1,33911,103,86,73,0,13,51,732,118
10,10,False,True,9159,46358,3581,808,2773,33173,2035789,7791,1994822,3,33173,103,86,73,0,13,51,732,130
