key/t,True-inf,True-9,True-8,True-7,True-6,True-5,True-4,True-3,True-2,True-10,True-1,True-0,False-inf,False-9,False-8,False-7,False-6,False-5,False-4,False-3,False-2,False-10,False-1,False-0
total_time_sec,11.025264,11.691611,11.561050,11.108781,10.282834,9.711382,8.041079,7.039898,6.071591,12.397267,5.918171,5.545976,8.794886,7.513907,7.148774,6.970548,7.364868,7.256556,12.073962,9.868792,5.902093,7.746906,5.515164,6.251072
load_time_sec,3.376539,2.878654,2.923918,2.848265,2.875950,3.026175,2.888404,2.852119,3.068032,2.893981,2.814353,2.819229,2.761007,2.822359,2.738228,2.769568,2.974026,3.003175,5.433371,5.525043,3.221344,2.750943,2.812766,3.540095
detect_races_time_sec,0.429452,0.444305,0.431156,0.470977,0.450348,0.453118,0.447639,0.452294,0.471077,0.482114,0.483735,0.464641,0.407984,0.438182,0.424897,0.423937,0.479061,0.458721,0.958344,0.957638,0.452619,0.420874,0.469310,0.488378
extract_traces_time_sec,0.069774,0.069117,0.068937,0.066228,0.070393,0.070415,0.067314,0.074592,0.075604,0.070015,0.079934,0.087995,0.070769,0.070840,0.067290,0.073125,0.071508,0.067316,0.130747,0.135076,0.080113,0.070337,0.079543,0.114563
find_reactive_cmds_time_sec,0.000762,0.000033,0.000034,0.000036,0.000035,0.000034,0.000495,0.000035,0.000037,0.000036,0.000033,0.000035,0.000033,0.000040,0.000034,0.000036,0.000056,0.000000,0.000048,0.000046,0.000035,0.000038,0.000032,0.000000
find_proactive_cmds_time_sec,0.096632,0.098470,0.087586,0.091087,0.089882,0.085705,0.092752,0.082272,0.087289,0.099528,0.089020,0.082800,0.082818,0.084992,0.081975,0.084221,0.094447,0.090401,0.142800,0.133882,0.090578,0.087290,0.089088,0.093233
find_covered_races_time,3.935571,5.807956,5.876327,5.527541,4.951555,4.317162,3.129656,1.915848,1.340037,6.295912,1.467764,1.119104,2.340265,1.866175,1.756810,1.660614,1.863661,1.501159,2.571593,1.926083,1.052186,1.951356,1.046762,0.992796
per_packet_inconsistent_time_sec,0.532511,0.267148,0.219913,0.187293,0.140850,0.095649,0.057885,0.028850,0.008084,0.283047,0.005699,0.002803,0.507543,0.275288,0.228364,0.184585,0.164495,0.106119,0.131003,0.029775,0.005632,0.302731,0.003474,0.001887
find_inconsistent_update_time_sec,-0.000316,-0.000201,-0.000176,-0.000168,-0.000141,-0.000115,-0.000097,-0.000080,-0.000064,-0.000263,-0.000065,-0.000009,-0.000232,-0.000040,-0.000117,-0.000106,-0.001041,-0.000065,-0.000091,-0.000027,-0.000012,-0.000152,-0.000010,0.000000
