rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.353375,0.232634,0.063853,0.011721,0.000037,0.011081,0.033502,0.000495,-0.000009
1,1,False,True,0.356350,0.236708,0.063692,0.008702,0.000035,0.011559,0.034463,0.001152,-0.000009
2,2,False,True,0.361871,0.235308,0.063803,0.008716,0.000036,0.011636,0.040246,0.002080,-0.000012
3,3,False,True,0.365407,0.236619,0.062819,0.008545,0.000036,0.011893,0.042619,0.002829,-0.000016
4,4,False,True,0.365117,0.235407,0.063040,0.008145,0.000036,0.010472,0.044340,0.003628,-0.000018
5,5,False,True,0.376424,0.241192,0.062861,0.008657,0.000039,0.010908,0.048962,0.003751,-0.000022
6,6,False,True,0.373925,0.234477,0.061854,0.008480,0.000039,0.011573,0.052600,0.004850,-0.000021
7,7,False,True,0.386022,0.241810,0.061902,0.007588,0.000035,0.010770,0.058111,0.005744,-0.000024
8,8,False,True,0.382034,0.240842,0.062244,0.007592,0.000038,0.010948,0.053569,0.006742,-0.000027
9,9,False,True,0.387546,0.245705,0.061686,0.007290,0.000035,0.010738,0.054899,0.007131,-0.000030
10,10,False,True,0.375963,0.234417,0.061678,0.007322,0.000036,0.010708,0.054135,0.007602,-0.000030
inf,inf,False,True,0.379033,0.234806,0.060837,0.007362,0.000035,0.011204,0.056427,0.008292,-0.000038
