rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.348934,0.231745,0.063575,0.011844,0.000039,0.010696,0.030596,0.000400,-0.000007
1,1,False,True,0.354191,0.233391,0.064843,0.008676,0.000035,0.011471,0.034383,0.001348,-0.000010
2,2,False,True,0.366253,0.237636,0.063242,0.008847,0.000039,0.011559,0.042821,0.002064,-0.000013
3,3,False,True,0.363025,0.233033,0.062560,0.008370,0.000034,0.011590,0.044561,0.002828,-0.000016
4,4,False,True,0.375032,0.242613,0.063657,0.008282,0.000036,0.010615,0.046427,0.003352,-0.000017
5,5,False,True,0.379609,0.239495,0.064011,0.007915,0.000036,0.011020,0.053314,0.003765,-0.000022
6,6,False,True,0.382629,0.243006,0.062827,0.008178,0.000034,0.010725,0.052635,0.005170,-0.000022
7,7,False,True,0.385690,0.240716,0.062279,0.007736,0.000036,0.011089,0.057750,0.006024,-0.000028
8,8,False,True,0.379347,0.236696,0.062161,0.007606,0.000036,0.010826,0.055351,0.006613,-0.000026
9,9,False,True,0.383776,0.238917,0.061461,0.007469,0.000035,0.011655,0.056848,0.007329,-0.000029
10,10,False,True,0.375325,0.235895,0.061600,0.007577,0.000035,0.010696,0.052575,0.006886,-0.000029
inf,inf,False,True,0.383945,0.239131,0.060322,0.007419,0.000036,0.011401,0.057404,0.008164,-0.000037
