rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.352292,0.232310,0.063453,0.011637,0.000037,0.011054,0.033374,0.000388,-0.000006
1,1,False,True,0.358771,0.237694,0.062546,0.008729,0.000036,0.012668,0.035865,0.001191,-0.000010
2,2,False,True,0.360737,0.234415,0.063188,0.008531,0.000037,0.012096,0.040296,0.002129,-0.000013
3,3,False,True,0.373384,0.239772,0.063841,0.008302,0.000035,0.011974,0.046545,0.002864,-0.000017
4,4,False,True,0.374078,0.238802,0.062543,0.008056,0.000036,0.010977,0.050272,0.003344,-0.000017
5,5,False,True,0.372567,0.237161,0.062511,0.008020,0.000037,0.010957,0.050023,0.003808,-0.000019
6,6,False,True,0.376691,0.237154,0.062532,0.007962,0.000037,0.010613,0.053214,0.005125,-0.000022
7,7,False,True,0.377197,0.234283,0.061863,0.007660,0.000035,0.010623,0.057309,0.005369,-0.000024
8,8,False,True,0.372865,0.235204,0.061734,0.007540,0.000036,0.010757,0.051532,0.006004,-0.000026
9,9,False,True,0.374753,0.234208,0.061659,0.007826,0.000035,0.010851,0.053253,0.006854,-0.000030
10,10,False,True,0.376993,0.232779,0.061120,0.007250,0.000035,0.010891,0.057640,0.007211,-0.000031
inf,inf,False,True,0.380987,0.235306,0.060881,0.007322,0.000035,0.010702,0.058232,0.008435,-0.000038
