rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.352977,0.233041,0.064530,0.011820,0.000038,0.010963,0.032145,0.000400,-0.000007
1,1,False,True,0.351760,0.231443,0.063084,0.008751,0.000035,0.012015,0.035229,0.001162,-0.000009
2,2,False,True,0.361230,0.236424,0.063895,0.008426,0.000036,0.011570,0.038755,0.002081,-0.000012
3,3,False,True,0.367487,0.234953,0.063513,0.008248,0.000036,0.011790,0.045827,0.003071,-0.000016
4,4,False,True,0.381829,0.244843,0.062696,0.008225,0.000036,0.011067,0.051163,0.003749,-0.000019
5,5,False,True,0.377373,0.235450,0.063260,0.010445,0.000046,0.011456,0.052876,0.003788,-0.000018
6,6,False,True,0.373899,0.235274,0.062937,0.007904,0.000037,0.011154,0.051584,0.004955,-0.000023
7,7,False,True,0.378119,0.235657,0.062069,0.007618,0.000036,0.011278,0.055313,0.006090,-0.000025
8,8,False,True,0.370353,0.234074,0.061074,0.007374,0.000035,0.011088,0.050727,0.005922,-0.000026
9,9,False,True,0.381359,0.241919,0.061746,0.007564,0.000035,0.010787,0.052616,0.006631,-0.000028
10,10,False,True,0.380489,0.241391,0.061570,0.007430,0.000036,0.011402,0.051896,0.006699,-0.000029
inf,inf,False,True,0.385699,0.234644,0.067774,0.007608,0.000041,0.011047,0.055963,0.008550,-0.000039
