rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.788864,0.550043,0.174950,0.013309,0.001032,0.013837,0.035325,0.000321,-0.000013
1,1,False,True,0.805397,0.552862,0.169792,0.012878,0.000974,0.014517,0.052085,0.002230,-0.000022
2,2,False,True,0.813003,0.566016,0.158829,0.012079,0.001007,0.013357,0.058894,0.002667,-0.000118
3,3,False,True,0.799030,0.545754,0.157056,0.011920,0.000943,0.013620,0.066149,0.003362,-0.000168
4,4,False,True,0.817769,0.555842,0.162467,0.011401,0.000959,0.013238,0.069200,0.004448,-0.000180
5,5,False,True,0.821806,0.550782,0.152125,0.010488,0.000933,0.013107,0.087538,0.006288,-0.000480
6,6,False,True,0.838273,0.561934,0.157197,0.013771,0.001056,0.013873,0.083982,0.006191,-0.000231
7,7,False,True,0.836407,0.542030,0.159581,0.009795,0.000982,0.016670,0.099853,0.007184,-0.000277
8,8,False,True,0.864709,0.557104,0.150714,0.009562,0.000959,0.013735,0.124201,0.008013,-0.000384
9,9,False,True,0.885968,0.558032,0.148064,0.009048,0.000912,0.013738,0.146373,0.009165,-0.000602
10,10,False,True,0.977962,0.562208,0.167801,0.009208,0.000925,0.013458,0.211412,0.011907,-0.001006
inf,inf,False,True,0.933698,0.543781,0.125824,0.009254,0.000859,0.014292,0.199081,0.036524,-0.004010
