rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.841836,0.555764,0.143084,0.017660,0.000239,0.011531,0.112982,0.000526,-0.000011
1,1,False,True,0.823987,0.543720,0.140709,0.013806,0.000231,0.012017,0.111645,0.001804,-0.000016
2,2,False,True,0.852876,0.552230,0.143066,0.013537,0.000238,0.011167,0.128533,0.004047,-0.000023
3,3,False,True,0.863527,0.541076,0.143460,0.012984,0.000228,0.011349,0.148489,0.005880,-0.000028
4,4,False,True,0.857534,0.539599,0.138517,0.013146,0.000226,0.011816,0.147646,0.006509,-0.000031
5,5,False,True,0.878636,0.536349,0.136242,0.012617,0.000224,0.011918,0.172476,0.008734,-0.000038
6,6,False,True,0.885397,0.542264,0.136848,0.013983,0.000291,0.012870,0.169097,0.009971,-0.000041
7,7,False,True,0.914247,0.541065,0.140342,0.012532,0.000230,0.011489,0.196748,0.011763,-0.000045
8,8,False,True,0.916127,0.539819,0.137079,0.011715,0.000224,0.011384,0.202410,0.013409,-0.000050
9,9,False,True,0.918353,0.542866,0.135652,0.011635,0.000226,0.011945,0.202166,0.013770,-0.000055
10,10,False,True,0.914737,0.545651,0.143267,0.012072,0.000240,0.012315,0.185775,0.015328,-0.000056
inf,inf,False,True,0.892987,0.545588,0.134153,0.011568,0.000227,0.011273,0.170192,0.019868,-0.000076
