rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.827496,0.546185,0.143925,0.017876,0.000299,0.011400,0.107225,0.000536,-0.000012
1,1,False,True,0.820506,0.544547,0.140396,0.013749,0.000229,0.011143,0.108835,0.001560,-0.000015
2,2,False,True,0.838570,0.543794,0.139311,0.013076,0.000223,0.012464,0.125801,0.003840,-0.000023
3,3,False,True,0.857262,0.539697,0.138036,0.013118,0.000230,0.011935,0.148071,0.006108,-0.000028
4,4,False,True,0.862885,0.540205,0.144324,0.013564,0.000241,0.011886,0.146157,0.006442,-0.000031
5,5,False,True,0.879841,0.539684,0.136727,0.012547,0.000228,0.011801,0.170207,0.008573,-0.000036
6,6,False,True,0.900320,0.542869,0.141226,0.012846,0.000233,0.011908,0.180921,0.010243,-0.000041
7,7,False,True,0.914984,0.545438,0.137545,0.012251,0.000223,0.011925,0.195985,0.011533,-0.000046
8,8,False,True,0.916257,0.539651,0.136966,0.011943,0.000229,0.011946,0.202419,0.013017,-0.000049
9,9,False,True,0.925870,0.543850,0.136910,0.011547,0.000221,0.011723,0.207844,0.013651,-0.000082
10,10,False,True,0.904864,0.543399,0.134323,0.011457,0.000223,0.011665,0.188455,0.015247,-0.000056
inf,inf,False,True,0.903512,0.549186,0.135217,0.012053,0.000227,0.011760,0.175893,0.019067,-0.000071
