rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.815850,0.538773,0.142819,0.017378,0.000232,0.011531,0.104522,0.000544,-0.000012
1,1,False,True,0.814202,0.538237,0.139223,0.013380,0.000226,0.011310,0.109969,0.001804,-0.000015
2,2,False,True,0.832404,0.537163,0.139060,0.013154,0.000228,0.011657,0.126966,0.004122,-0.000022
3,3,False,True,0.858789,0.541049,0.137841,0.013015,0.000228,0.012429,0.148292,0.005865,-0.000032
4,4,False,True,0.866209,0.548414,0.138197,0.013178,0.000227,0.011549,0.147922,0.006659,-0.000029
5,5,False,True,0.889259,0.541393,0.143298,0.012585,0.000226,0.012227,0.170715,0.008737,-0.000037
6,6,False,True,0.898109,0.541595,0.138000,0.012590,0.000235,0.011943,0.183568,0.010105,-0.000041
7,7,False,True,0.907687,0.543232,0.137091,0.012165,0.000226,0.011458,0.191017,0.012410,-0.000047
8,8,False,True,0.913303,0.539515,0.135384,0.012077,0.000221,0.011847,0.200673,0.013500,-0.000050
9,9,False,True,0.925725,0.542013,0.137878,0.011685,0.000222,0.011126,0.208597,0.014115,-0.000052
10,10,False,True,0.898880,0.547025,0.136443,0.011742,0.000231,0.011936,0.176083,0.015325,-0.000055
inf,inf,False,True,0.894083,0.549193,0.136928,0.011552,0.000227,0.011586,0.166016,0.018472,-0.000070
