rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.819612,0.540682,0.142621,0.017368,0.000229,0.011982,0.106264,0.000425,-0.000010
1,1,False,True,0.830258,0.545777,0.145357,0.013780,0.000233,0.012088,0.111318,0.001651,-0.000016
2,2,False,True,0.841130,0.543657,0.139920,0.013175,0.000228,0.012180,0.128087,0.003823,-0.000022
3,3,False,True,0.863819,0.542453,0.138572,0.013249,0.000225,0.012073,0.151515,0.005667,-0.000027
4,4,False,True,0.867716,0.541783,0.138897,0.012958,0.000226,0.011786,0.155515,0.006477,-0.000029
5,5,False,True,0.886505,0.541541,0.137959,0.012508,0.000223,0.011978,0.174000,0.008216,-0.000041
6,6,False,True,0.896074,0.540150,0.138417,0.012622,0.000224,0.012051,0.182457,0.010073,-0.000042
7,7,False,True,0.909593,0.538924,0.135420,0.012050,0.000220,0.012006,0.199221,0.011670,-0.000046
8,8,False,True,0.917232,0.542306,0.136462,0.012196,0.000221,0.011572,0.200941,0.013446,-0.000051
9,9,False,True,0.917985,0.544141,0.136128,0.011505,0.000231,0.011694,0.200448,0.013731,-0.000062
10,10,False,True,0.908864,0.550718,0.136948,0.013195,0.000266,0.012941,0.179781,0.014925,-0.000056
inf,inf,False,True,0.899361,0.548015,0.133776,0.012132,0.000253,0.012123,0.175153,0.017799,-0.000071
