rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.826288,0.540558,0.144017,0.017689,0.000235,0.012301,0.110813,0.000619,-0.000012
1,1,False,True,0.826968,0.549944,0.140579,0.013690,0.000227,0.011409,0.109517,0.001555,-0.000015
2,2,False,True,0.854057,0.553942,0.143323,0.014353,0.000245,0.011330,0.126629,0.004182,-0.000021
3,3,False,True,0.854309,0.539681,0.138704,0.013041,0.000252,0.011891,0.144900,0.005768,-0.000029
4,4,False,True,0.874320,0.542829,0.150537,0.013374,0.000240,0.011926,0.148787,0.006560,-0.000030
5,5,False,True,0.886668,0.551132,0.139349,0.012912,0.000224,0.011823,0.163023,0.008127,-0.000039
6,6,False,True,0.892839,0.538685,0.136894,0.012421,0.000225,0.011907,0.182661,0.009968,-0.000041
7,7,False,True,0.917191,0.542856,0.136054,0.012161,0.000224,0.011821,0.201600,0.012386,-0.000047
8,8,False,True,0.922153,0.545829,0.135628,0.011893,0.000233,0.012088,0.203429,0.012963,-0.000049
9,9,False,True,0.921067,0.541726,0.135323,0.011659,0.000221,0.011477,0.207055,0.013511,-0.000056
10,10,False,True,0.921664,0.557444,0.136560,0.012173,0.000239,0.011328,0.188604,0.015222,-0.000056
inf,inf,False,True,0.887782,0.541290,0.133498,0.011507,0.000221,0.012179,0.170473,0.018508,-0.000069
