rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.211832,0.136641,0.045267,0.012899,0.000396,0.011177,0.005204,0.000206,-0.000009
1,1,False,True,0.223114,0.140306,0.044208,0.011422,0.000401,0.011755,0.014029,0.000938,-0.000024
2,2,False,True,0.228838,0.143848,0.041548,0.007482,0.000394,0.011999,0.021732,0.001680,-0.000123
3,3,False,True,0.234366,0.141515,0.040452,0.006796,0.000459,0.012751,0.029611,0.002616,-0.000133
4,4,False,True,0.244471,0.147176,0.042560,0.005861,0.000391,0.012528,0.032673,0.003049,-0.000203
5,5,False,True,0.240056,0.138692,0.039085,0.005685,0.000375,0.011892,0.040463,0.003563,-0.000266
6,6,False,True,0.250278,0.141196,0.039134,0.005625,0.000377,0.013183,0.046330,0.004173,-0.000229
7,7,False,True,0.256609,0.138574,0.038891,0.005987,0.000401,0.012317,0.054878,0.005303,-0.000222
8,8,False,True,0.256434,0.136451,0.038563,0.005398,0.000383,0.012519,0.057355,0.005484,-0.000249
9,9,False,True,0.257881,0.137056,0.037888,0.005143,0.000373,0.010912,0.060027,0.006194,-0.000253
10,10,False,True,0.265928,0.137590,0.037970,0.004818,0.000367,0.010580,0.067900,0.006441,-0.000228
inf,inf,False,True,0.244397,0.144119,0.034821,0.004310,0.000372,0.011625,0.037882,0.010940,-0.000293
