rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.213223,0.138227,0.044973,0.012921,0.000403,0.010984,0.005486,0.000189,-0.000008
1,1,False,True,0.227717,0.146224,0.044340,0.011387,0.000437,0.011125,0.013217,0.000931,-0.000024
2,2,False,True,0.218699,0.135824,0.041029,0.007574,0.000399,0.011701,0.020154,0.001845,-0.000142
3,3,False,True,0.226743,0.136420,0.040455,0.006142,0.000388,0.011838,0.028797,0.002540,-0.000131
4,4,False,True,0.231589,0.137978,0.039547,0.005913,0.000387,0.012649,0.031853,0.003028,-0.000202
5,5,False,True,0.244546,0.138345,0.042452,0.006879,0.000393,0.012381,0.040346,0.003512,-0.000206
6,6,False,True,0.255024,0.140021,0.040133,0.005864,0.000386,0.015626,0.048368,0.004378,-0.000215
7,7,False,True,0.255049,0.137228,0.038380,0.005399,0.000396,0.015557,0.052572,0.005263,-0.000220
8,8,False,True,0.258173,0.137962,0.038755,0.005324,0.000376,0.011903,0.058090,0.005481,-0.000249
9,9,False,True,0.264729,0.141560,0.039326,0.005616,0.000426,0.011256,0.060505,0.005786,-0.000223
10,10,False,True,0.264078,0.137316,0.037876,0.004848,0.000368,0.011026,0.065448,0.006904,-0.000258
inf,inf,False,True,0.239802,0.136870,0.037003,0.004159,0.000387,0.010964,0.039442,0.010681,-0.000261
