rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.213350,0.137462,0.046130,0.012856,0.000393,0.010733,0.005516,0.000219,-0.000009
1,1,False,True,0.225475,0.144739,0.043902,0.011240,0.000395,0.011327,0.012882,0.000934,-0.000025
2,2,False,True,0.220597,0.138041,0.041240,0.007603,0.000384,0.011494,0.019991,0.001687,-0.000125
3,3,False,True,0.231499,0.141785,0.040200,0.006064,0.000383,0.012013,0.028349,0.002543,-0.000131
4,4,False,True,0.238391,0.143433,0.039408,0.005933,0.000403,0.012393,0.033243,0.003314,-0.000232
5,5,False,True,0.237230,0.137549,0.039072,0.005723,0.000387,0.012027,0.038477,0.003727,-0.000235
6,6,False,True,0.259620,0.139912,0.041327,0.007437,0.000467,0.012017,0.053711,0.004476,-0.000239
7,7,False,True,0.249593,0.135653,0.038569,0.005469,0.000382,0.011798,0.052646,0.004824,-0.000220
8,8,False,True,0.261260,0.139108,0.041496,0.005340,0.000379,0.012414,0.056718,0.005515,-0.000255
9,9,False,True,0.259021,0.136502,0.037990,0.005063,0.000378,0.011091,0.061495,0.006212,-0.000257
10,10,False,True,0.269430,0.139690,0.038069,0.005046,0.000395,0.011176,0.067842,0.006917,-0.000261
inf,inf,False,True,0.235623,0.136507,0.034905,0.004695,0.000451,0.011407,0.035948,0.011317,-0.000347
