rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.367701,0.268693,0.069436,0.010778,0.001277,0.013666,0.003528,0.000272,-0.000014
1,1,False,True,0.371622,0.268567,0.062156,0.009404,0.001436,0.016569,0.010610,0.002820,-0.000025
2,2,False,True,0.355541,0.248445,0.061921,0.009834,0.001262,0.013572,0.015559,0.004856,-0.000040
3,3,False,True,0.377484,0.269095,0.064664,0.011131,0.001306,0.014587,0.013277,0.003354,-0.000035
4,4,False,True,0.366179,0.262101,0.059439,0.008280,0.001060,0.016345,0.014599,0.004275,-0.000038
5,5,False,True,0.373438,0.264137,0.059385,0.009383,0.001714,0.016605,0.016957,0.005180,-0.000035
6,6,False,True,0.368376,0.261990,0.064100,0.007116,0.001258,0.013972,0.015677,0.004190,-0.000035
7,7,False,True,0.371538,0.263753,0.057653,0.008770,0.001600,0.016258,0.018458,0.004922,-0.000074
8,8,False,True,0.366558,0.257965,0.060502,0.010032,0.001484,0.014596,0.015849,0.005988,-0.000099
9,9,False,True,0.364114,0.262357,0.055820,0.007001,0.001076,0.014483,0.017905,0.005388,-0.000044
10,10,False,True,0.351633,0.247147,0.055413,0.006552,0.001030,0.013442,0.022214,0.005753,-0.000047
inf,inf,False,True,0.373674,0.257333,0.059163,0.007800,0.001180,0.013696,0.026468,0.007916,-0.000075
