rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,2.680886,1.787295,0.638020,0.098578,0.001600,0.014968,0.139472,0.000874,-0.000012
0,0,True,True,2.599036,1.747820,0.614427,0.090026,0.001612,0.014216,0.129957,0.000907,-0.000012
1,1,False,True,2.696556,1.727382,0.656954,0.084423,0.001656,0.014063,0.200036,0.011958,-0.000022
1,1,True,True,2.659000,1.746507,0.606158,0.079820,0.001585,0.015493,0.193671,0.015687,-0.000027
2,2,False,True,2.761950,1.802957,0.638346,0.071780,0.001689,0.017531,0.210699,0.018729,-0.000161
2,2,True,True,2.674901,1.750273,0.605336,0.072319,0.001817,0.015973,0.210102,0.018879,-0.000140
3,3,False,True,2.707202,1.733681,0.594956,0.063125,0.001991,0.015918,0.270598,0.026594,-0.000280
3,3,True,True,2.692257,1.706858,0.611847,0.061912,0.001687,0.014432,0.266613,0.028394,-0.000464
4,4,False,True,2.753568,1.726406,0.615869,0.062666,0.001663,0.015066,0.299054,0.032498,-0.000286
4,4,True,True,2.728652,1.714083,0.596977,0.062492,0.001730,0.015072,0.300420,0.036883,-0.000929
5,5,False,True,2.819654,1.788368,0.604953,0.062439,0.001849,0.014556,0.301276,0.045858,-0.000291
5,5,True,True,2.811695,1.732792,0.600339,0.054488,0.002102,0.015755,0.361121,0.044232,-0.000804
6,6,False,True,2.749873,1.713771,0.595003,0.056424,0.001661,0.014317,0.316641,0.051678,-0.000326
6,6,True,True,2.875006,1.732315,0.585604,0.055630,0.001630,0.014377,0.423629,0.060858,-0.000890
7,7,False,True,2.792640,1.737916,0.593474,0.051281,0.001565,0.017524,0.329244,0.061108,-0.000464
7,7,True,True,2.875163,1.699097,0.590526,0.052284,0.001594,0.014402,0.452894,0.063330,-0.000975
8,8,False,True,2.777570,1.704715,0.586693,0.051978,0.001839,0.014232,0.352355,0.065351,-0.000346
8,8,True,True,2.954183,1.688758,0.591113,0.048733,0.001540,0.013833,0.535555,0.073289,-0.001302
9,9,False,True,2.787532,1.697097,0.581368,0.047694,0.001570,0.013803,0.376552,0.068993,-0.000395
9,9,True,True,3.200510,1.822247,0.614431,0.050050,0.001904,0.018835,0.604686,0.087330,-0.000976
10,10,False,True,2.982162,1.797613,0.612231,0.049081,0.001546,0.014624,0.424196,0.082394,-0.000422
10,10,True,True,3.194993,1.797075,0.598097,0.050390,0.001531,0.015146,0.640519,0.091070,-0.001113
inf,inf,False,True,3.025597,1.797899,0.572194,0.043376,0.001771,0.013810,0.438504,0.155767,-0.002213
inf,inf,True,True,3.418605,1.777171,0.590978,0.039367,0.001549,0.027481,0.803330,0.175499,-0.003166
