rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,28.909620,19.044323,9.333302,0.262007,0.013945,0.044195,0.208843,0.002873,-0.000092
1,1,False,True,29.494054,18.963032,9.297344,0.253377,0.014071,0.038460,0.677824,0.249677,-0.000229
2,2,False,True,30.244737,19.199375,9.414742,0.250560,0.015282,0.039442,0.947125,0.377879,-0.000291
3,3,False,True,30.048078,18.978344,9.267776,0.243771,0.015932,0.039893,1.051283,0.450712,-0.000327
4,4,False,True,30.153639,18.975986,9.242415,0.240263,0.014561,0.039577,1.135904,0.504544,-0.000348
5,5,False,True,30.517379,19.315692,9.213319,0.239116,0.013733,0.038058,1.165130,0.531917,-0.000374
6,6,False,True,30.255967,19.165375,9.022001,0.238285,0.014554,0.037978,1.225269,0.552089,-0.000377
7,7,False,True,30.670471,19.457343,9.085944,0.223028,0.013436,0.036766,1.253389,0.600041,-0.000481
8,8,False,True,30.742033,19.464711,9.097074,0.221787,0.014318,0.037184,1.295095,0.611378,-0.000447
9,9,False,True,31.142123,19.690594,9.189347,0.221536,0.014667,0.043713,1.348020,0.633738,-0.000470
10,10,False,True,30.898108,19.537844,9.039673,0.210267,0.013578,0.039842,1.379478,0.676681,-0.000696
inf,inf,False,True,32.374875,19.047785,8.916479,0.132382,0.014116,0.047171,2.651652,1.564132,-0.001116
