key,value
rw_delta,10
ww_delta,10
alt_barr,True
data_deps,True
total_time_sec,85.851592
load_time_sec,56.687461
detect_races_time_sec,23.501231
extract_traces_time_sec,0.291804
find_reactive_cmds_time_sec,0.022022
find_proactive_cmds_time_sec,0.133052
find_covered_races_time,3.857835
per_packet_inconsistent_time_sec,1.318591
find_inconsistent_update_time_sec,-0.039539
