rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,29.134720,19.191027,9.399463,0.270806,0.014945,0.048649,0.206672,0.003025,-0.000091
1,1,False,True,29.654758,19.053965,9.379233,0.253419,0.015065,0.037286,0.659625,0.255893,-0.000232
2,2,False,True,30.877939,19.629610,9.612111,0.255601,0.015305,0.040178,0.948329,0.376475,-0.000290
3,3,False,True,30.209414,19.039295,9.351535,0.247279,0.014481,0.040489,1.065968,0.450004,-0.000321
4,4,False,True,30.269413,19.064236,9.276556,0.241939,0.014254,0.037717,1.135613,0.498712,-0.000345
5,5,False,True,30.361519,19.016284,9.322905,0.241590,0.015175,0.039371,1.194181,0.531601,-0.000369
6,6,False,True,30.253473,19.242215,8.974231,0.228891,0.015240,0.037975,1.201349,0.553154,-0.000377
7,7,False,True,30.481119,19.319682,9.047029,0.224711,0.014129,0.037604,1.247555,0.589966,-0.000404
8,8,False,True,31.126066,19.766032,9.111135,0.231477,0.015005,0.039983,1.352025,0.609950,-0.000419
9,9,False,True,30.468424,19.223192,9.000843,0.212592,0.013528,0.044823,1.338346,0.634621,-0.000438
10,10,False,True,30.644373,19.306038,9.015201,0.211136,0.015457,0.037662,1.381727,0.676593,-0.000500
inf,inf,False,True,32.942077,19.499258,9.010694,0.135584,0.014715,0.047402,2.650002,1.583229,-0.001151
