rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,28.968024,19.066504,9.370047,0.262669,0.013830,0.045351,0.206474,0.003012,-0.000096
1,1,False,True,29.729799,19.100190,9.391604,0.256533,0.014915,0.038811,0.678386,0.249094,-0.000227
2,2,False,True,29.997770,19.042876,9.334788,0.251878,0.015948,0.042470,0.933984,0.375494,-0.000292
3,3,False,True,30.851234,19.591057,9.370414,0.255704,0.014350,0.039537,1.124390,0.455418,-0.000323
4,4,False,True,30.245252,19.108671,9.216890,0.238971,0.016065,0.038143,1.126448,0.499676,-0.000346
5,5,False,True,30.474043,19.156119,9.312103,0.238618,0.015854,0.039961,1.181929,0.529052,-0.000366
6,6,False,True,30.622987,19.439858,9.109843,0.236783,0.015158,0.041310,1.222174,0.557399,-0.000420
7,7,False,True,30.446326,19.279667,9.011627,0.222414,0.013789,0.038423,1.285074,0.594888,-0.000403
8,8,False,True,30.628631,19.420935,9.025404,0.219310,0.013809,0.038135,1.301033,0.609450,-0.000515
9,9,False,True,30.482627,19.250115,8.976201,0.215352,0.013843,0.045941,1.337025,0.643667,-0.000441
10,10,False,True,30.562717,19.256222,8.948197,0.214298,0.013461,0.037816,1.414242,0.677909,-0.000533
inf,inf,False,True,32.348981,19.010355,8.938092,0.132015,0.013818,0.044106,2.630348,1.579091,-0.001117
