rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,28.862035,19.004367,9.327799,0.260634,0.014024,0.044686,0.207524,0.002865,-0.000095
1,1,False,True,29.684682,19.159086,9.283984,0.257488,0.014068,0.041152,0.675708,0.252924,-0.000230
2,2,False,True,29.953861,19.025429,9.324167,0.247051,0.014033,0.038537,0.931116,0.373188,-0.000290
3,3,False,True,30.366179,19.147177,9.401072,0.248943,0.015026,0.040173,1.061752,0.451654,-0.000343
4,4,False,True,30.824428,19.435245,9.384738,0.261249,0.016353,0.041767,1.185842,0.498848,-0.000346
5,5,False,True,30.388968,19.122667,9.288011,0.233534,0.013511,0.037293,1.168354,0.525176,-0.000382
6,6,False,True,30.418861,19.331185,9.048596,0.231727,0.013895,0.038091,1.207271,0.547682,-0.000374
7,7,False,True,30.404631,19.256853,9.009320,0.223255,0.013741,0.037805,1.269944,0.593243,-0.000428
8,8,False,True,30.628657,19.360834,9.079379,0.219877,0.013849,0.037571,1.304126,0.612506,-0.000476
9,9,False,True,30.429172,19.200450,8.958231,0.224038,0.015323,0.049339,1.352629,0.628694,-0.000429
10,10,False,True,30.621196,19.281861,9.014026,0.210275,0.013822,0.037356,1.389562,0.673731,-0.000523
inf,inf,False,True,32.279643,19.031025,8.860955,0.132484,0.013281,0.044587,2.627441,1.568596,-0.001232
