rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,28.875939,19.037056,9.299097,0.265698,0.014128,0.048967,0.207922,0.002936,-0.000092
1,1,False,True,29.830793,19.272338,9.312889,0.260232,0.014405,0.040917,0.678597,0.251143,-0.000231
2,2,False,True,29.912480,18.995036,9.304580,0.245780,0.013578,0.040046,0.934103,0.379021,-0.000295
3,3,False,True,30.161975,19.091611,9.264778,0.241194,0.014809,0.039028,1.062751,0.447446,-0.000318
4,4,False,True,30.389966,19.103624,9.358315,0.237945,0.013926,0.037966,1.136212,0.501585,-0.000352
5,5,False,True,30.260459,19.030501,9.243474,0.240260,0.014369,0.037969,1.168215,0.525270,-0.000362
6,6,False,True,30.248713,19.194343,8.998039,0.228385,0.013830,0.036873,1.221156,0.555666,-0.000382
7,7,False,True,30.322436,19.221661,8.966177,0.222448,0.013764,0.038684,1.263743,0.595475,-0.000441
8,8,False,True,30.333195,19.205261,8.950713,0.219557,0.013550,0.038390,1.301912,0.603345,-0.000423
9,9,False,True,30.432221,19.220907,8.978088,0.215028,0.015434,0.044516,1.328391,0.629386,-0.000432
10,10,False,True,30.732308,19.408345,9.012285,0.210697,0.013577,0.037990,1.379334,0.669542,-0.000496
inf,inf,False,True,32.541009,19.173314,8.948023,0.131852,0.013648,0.045771,2.644494,1.582742,-0.001122
