rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.229576,0.156983,0.038307,0.011643,0.000322,0.013524,0.008556,0.000203,-0.000007
1,1,False,True,0.232877,0.158384,0.037720,0.009936,0.000319,0.011415,0.014109,0.000950,-0.000012
2,2,False,True,0.237216,0.157930,0.037504,0.009484,0.000311,0.010738,0.019466,0.001734,-0.000015
3,3,False,True,0.237801,0.158710,0.037837,0.008260,0.000317,0.011533,0.019312,0.001779,-0.000018
4,4,False,True,0.236849,0.157910,0.036734,0.008062,0.000312,0.011546,0.020123,0.002110,-0.000020
5,5,False,True,0.242778,0.158348,0.036452,0.007254,0.000307,0.011790,0.025903,0.002662,-0.000025
6,6,False,True,0.245362,0.162197,0.035852,0.007580,0.000312,0.011964,0.024138,0.003257,-0.000028
7,7,False,True,0.245650,0.159551,0.035602,0.006955,0.000305,0.012495,0.027476,0.003196,-0.000030
8,8,False,True,0.244082,0.158273,0.035818,0.007080,0.000310,0.011857,0.027039,0.003637,-0.000033
9,9,False,True,0.247909,0.159003,0.035617,0.006482,0.000299,0.012017,0.030811,0.003612,-0.000032
10,10,False,True,0.243093,0.157749,0.034932,0.006340,0.000303,0.012922,0.026517,0.004230,-0.000055
inf,inf,False,True,0.246091,0.157154,0.035773,0.006297,0.000416,0.011528,0.028605,0.006226,-0.000047
