rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.233044,0.163824,0.038653,0.011385,0.000317,0.011479,0.007140,0.000208,-0.000007
1,1,False,True,0.233678,0.158599,0.037989,0.010221,0.000317,0.011161,0.014420,0.000926,-0.000012
2,2,False,True,0.242068,0.163956,0.037535,0.009861,0.000377,0.011692,0.017138,0.001463,-0.000015
3,3,False,True,0.247879,0.161914,0.037396,0.009983,0.000323,0.015884,0.020138,0.002178,-0.000029
4,4,False,True,0.240175,0.159937,0.037010,0.008156,0.000419,0.011992,0.020682,0.001927,-0.000020
5,5,False,True,0.242566,0.158640,0.036481,0.007103,0.000308,0.012539,0.024777,0.002654,-0.000025
6,6,False,True,0.244361,0.159789,0.036990,0.007505,0.000375,0.013019,0.023838,0.002786,-0.000027
7,7,False,True,0.243134,0.157511,0.035789,0.007313,0.000373,0.012063,0.026471,0.003552,-0.000029
8,8,False,True,0.242329,0.157873,0.035405,0.006548,0.000309,0.012467,0.026070,0.003593,-0.000031
9,9,False,True,0.243303,0.157527,0.035537,0.006590,0.000307,0.012231,0.027206,0.003839,-0.000032
10,10,False,True,0.241804,0.158056,0.035183,0.006465,0.000305,0.011720,0.026118,0.003891,-0.000034
inf,inf,False,True,0.250613,0.156233,0.038967,0.006699,0.000399,0.013832,0.029259,0.005139,-0.000046
