rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.230120,0.157497,0.040111,0.012511,0.000332,0.011185,0.008220,0.000225,-0.000008
1,1,False,True,0.236502,0.160289,0.038100,0.010251,0.000315,0.010737,0.015642,0.001101,-0.000023
2,2,False,True,0.241968,0.163062,0.037836,0.009538,0.000334,0.010827,0.018662,0.001654,-0.000016
3,3,False,True,0.245516,0.165258,0.037278,0.008251,0.000338,0.011932,0.020420,0.001988,-0.000019
4,4,False,True,0.239964,0.157598,0.036750,0.008273,0.000375,0.012032,0.022771,0.002111,-0.000021
5,5,False,True,0.244028,0.160442,0.036377,0.007137,0.000316,0.012936,0.023904,0.002837,-0.000032
6,6,False,True,0.244120,0.162779,0.036198,0.006883,0.000309,0.011790,0.023396,0.002707,-0.000026
7,7,False,True,0.244872,0.158818,0.035795,0.006899,0.000312,0.015399,0.024747,0.002843,-0.000028
8,8,False,True,0.245427,0.158808,0.036605,0.006779,0.000305,0.012423,0.026838,0.003601,-0.000032
9,9,False,True,0.251381,0.160709,0.040299,0.006942,0.000324,0.011831,0.027734,0.003479,-0.000031
10,10,False,True,0.244537,0.159242,0.035563,0.006371,0.000310,0.013480,0.025718,0.003774,-0.000033
inf,inf,False,True,0.242098,0.158772,0.034405,0.005615,0.000305,0.010806,0.026806,0.005311,-0.000046
