rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.228313,0.158768,0.038874,0.011585,0.000317,0.010663,0.007867,0.000200,-0.000007
1,1,False,True,0.235044,0.157284,0.039463,0.010724,0.000394,0.010886,0.015192,0.001044,-0.000012
2,2,False,True,0.243991,0.159369,0.037833,0.009464,0.000317,0.010770,0.024242,0.001937,-0.000018
3,3,False,True,0.235598,0.157218,0.037012,0.008449,0.000310,0.011677,0.019149,0.001732,-0.000018
4,4,False,True,0.238720,0.159248,0.036866,0.007973,0.000320,0.011894,0.020426,0.001940,-0.000019
5,5,False,True,0.242539,0.156902,0.036035,0.007090,0.000310,0.011623,0.027802,0.002714,-0.000026
6,6,False,True,0.243151,0.158877,0.036098,0.006904,0.000306,0.011836,0.026169,0.002900,-0.000028
7,7,False,True,0.245208,0.155971,0.035462,0.006861,0.000302,0.011873,0.030578,0.004082,-0.000036
8,8,False,True,0.243184,0.157872,0.035609,0.006567,0.000303,0.013418,0.025726,0.003623,-0.000031
9,9,False,True,0.241694,0.157209,0.035369,0.006531,0.000304,0.011713,0.026965,0.003536,-0.000032
10,10,False,True,0.242359,0.158823,0.035349,0.006280,0.000302,0.011943,0.025758,0.003837,-0.000034
inf,inf,False,True,0.249616,0.159311,0.036534,0.006581,0.000419,0.011787,0.028889,0.006010,-0.000047
