rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.230801,0.159786,0.040445,0.011405,0.000319,0.010757,0.007838,0.000211,-0.000008
1,1,False,True,0.234379,0.158869,0.038201,0.010202,0.000326,0.010927,0.014785,0.001024,-0.000012
2,2,False,True,0.236625,0.159304,0.037787,0.009330,0.000316,0.011222,0.017250,0.001368,-0.000015
3,3,False,True,0.243045,0.162424,0.037003,0.008157,0.000316,0.011983,0.021392,0.001718,-0.000018
4,4,False,True,0.245802,0.159384,0.036944,0.010333,0.000359,0.015859,0.020632,0.002231,-0.000022
5,5,False,True,0.241730,0.160193,0.036155,0.007333,0.000306,0.012130,0.023123,0.002434,-0.000024
6,6,False,True,0.245675,0.162761,0.035839,0.007256,0.000313,0.011817,0.024926,0.002704,-0.000027
7,7,False,True,0.248696,0.163352,0.035929,0.006945,0.000306,0.012433,0.026516,0.003153,-0.000030
8,8,False,True,0.258580,0.166868,0.037274,0.007165,0.000343,0.013313,0.030154,0.003400,-0.000031
9,9,False,True,0.241612,0.158206,0.035429,0.006593,0.000311,0.012270,0.025432,0.003296,-0.000042
10,10,False,True,0.241618,0.158251,0.035181,0.006572,0.000305,0.012651,0.024979,0.003617,-0.000032
inf,inf,False,True,0.249346,0.164901,0.034578,0.005805,0.000316,0.011362,0.027277,0.005028,-0.000046
