rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.230963,0.159448,0.038538,0.011976,0.000405,0.012959,0.007385,0.000210,-0.000007
1,1,False,True,0.235407,0.158908,0.037778,0.010183,0.000333,0.011132,0.015994,0.001034,-0.000012
2,2,False,True,0.237887,0.158810,0.037303,0.009441,0.000310,0.011515,0.018912,0.001542,-0.000015
3,3,False,True,0.238237,0.159941,0.037807,0.008116,0.000316,0.011330,0.018762,0.001913,-0.000019
4,4,False,True,0.235850,0.156679,0.036676,0.007870,0.000314,0.012051,0.019999,0.002208,-0.000020
5,5,False,True,0.239883,0.156606,0.035812,0.007168,0.000312,0.012458,0.024776,0.002693,-0.000025
6,6,False,True,0.237365,0.156238,0.035687,0.006878,0.000307,0.011921,0.023522,0.002754,-0.000026
7,7,False,True,0.244177,0.159358,0.036485,0.006870,0.000304,0.012071,0.026162,0.002866,-0.000028
8,8,False,True,0.241919,0.157386,0.035228,0.006549,0.000305,0.012018,0.026776,0.003583,-0.000032
9,9,False,True,0.247501,0.157719,0.035322,0.006576,0.000311,0.012356,0.029632,0.005504,-0.000040
10,10,False,True,0.244152,0.159037,0.035243,0.006967,0.000306,0.013010,0.025316,0.004186,-0.000033
inf,inf,False,True,0.248429,0.160953,0.035564,0.006779,0.000334,0.012415,0.027097,0.005209,-0.000045
