rw_delta,ww_delta,alt_barr,data_deps,num_events,num_edges,num_ops,num_read,num_writes,num_time_edges,num_races,num_harmful,num_commute,num_covered,num_time_filtered_races,num_pkts,num_per_pkt_races,num_per_pkt_inconsistent,num_per_pkt_inconsistent_covered,num_per_pkt_entry_version_race,num_per_pkt_inconsistent_no_repeat,num_versions,num_racing_versions
0,0,False,True,2075,2836,412,274,138,544,46838,0,46294,0,544,274,0,0,0,0,0,144,0
1,1,False,True,2075,2829,412,274,138,521,46838,23,46294,0,521,274,23,0,0,23,0,144,0
2,2,False,True,2075,2827,412,274,138,497,46838,47,46294,0,497,274,47,0,0,47,0,144,0
3,3,False,True,2075,2824,412,274,138,476,46838,68,46294,0,476,274,68,0,0,68,0,144,0
4,4,False,True,2075,2819,412,274,138,449,46838,92,46294,3,449,274,93,0,3,90,0,144,0
5,5,False,True,2075,2813,412,274,138,429,46838,108,46294,7,429,274,110,0,7,103,0,144,0
6,6,False,True,2075,2737,412,274,138,408,46838,118,46294,18,408,274,121,0,18,103,0,144,0
7,7,False,True,2075,2701,412,274,138,388,46838,125,46294,31,388,274,131,0,31,100,0,144,0
8,8,False,True,2075,2668,412,274,138,357,46838,147,46294,40,357,274,148,0,40,108,0,144,0
9,9,False,True,2075,2641,412,274,138,330,46838,169,46294,45,330,274,166,0,44,122,0,144,0
10,10,False,True,2075,2614,412,274,138,301,46838,196,46294,47,301,274,182,0,44,138,0,144,0
inf,inf,False,True,2075,2423,412,274,138,0,46838,398,46294,146,0,274,250,0,142,108,0,144,0
