key,value
rw_delta,10
ww_delta,10
alt_barr,False
data_deps,True
num_events,4362
num_edges,11326
num_read,453
num_writes,504
num_ops,957
num_time_edges,5197
num_races,34385
num_harmful,1073
num_commute,27956
num_time_filtered_races,5197
num_covered,159
num_pkts,86
num_per_pkt_races,69
num_per_pkt_inconsistent,66
num_per_pkt_inconsistent_covered,2
num_per_pkt_entry_version_race,1
num_per_pkt_inconsistent_no_repeat,61
num_versions,147
num_racing_versions,98
