rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,1.144846,0.738808,0.373478,0.015580,0.000289,0.012797,0.003470,0.000384,-0.000010
1,1,False,True,1.178338,0.752690,0.391484,0.015130,0.000296,0.012271,0.004505,0.001811,-0.000119
2,2,False,True,1.177865,0.762316,0.377317,0.013521,0.000281,0.013031,0.006239,0.004827,-0.000300
3,3,False,True,1.190846,0.768115,0.378676,0.011506,0.000280,0.012464,0.009228,0.009422,-0.001099
4,4,False,True,1.217638,0.784927,0.384029,0.011469,0.000308,0.012582,0.010709,0.012131,-0.001448
5,5,False,True,1.175429,0.751560,0.371666,0.012089,0.000312,0.012693,0.011921,0.013594,-0.001561
6,6,False,True,1.197782,0.771535,0.367830,0.009866,0.000339,0.012881,0.015203,0.018208,-0.001881
7,7,False,True,1.211811,0.771475,0.381494,0.009765,0.000301,0.012775,0.015306,0.018623,-0.002037
8,8,False,True,1.209996,0.773977,0.370416,0.009170,0.000279,0.015052,0.017543,0.021062,-0.002454
9,9,False,True,1.226946,0.765202,0.390612,0.010404,0.000620,0.016312,0.018663,0.022708,-0.002386
10,10,False,True,1.214997,0.773353,0.372653,0.009287,0.000296,0.013068,0.017922,0.025772,-0.002612
inf,inf,False,True,1.217145,0.754982,0.363816,0.007410,0.000276,0.028003,0.026414,0.033071,-0.003127
