rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.183649,0.104246,0.022783,0.015385,0.000143,0.010511,0.030226,0.000316,-0.000006
1,1,False,True,0.187971,0.103139,0.021222,0.011554,0.000141,0.011862,0.038627,0.001384,-0.000010
2,2,False,True,0.195157,0.102315,0.021060,0.011277,0.000140,0.011365,0.046978,0.001977,-0.000014
3,3,False,True,0.193464,0.104006,0.020959,0.011371,0.000139,0.011534,0.043106,0.002302,-0.000015
4,4,False,True,0.200560,0.107652,0.020663,0.011841,0.000167,0.011865,0.045674,0.002649,-0.000018
5,5,False,True,0.203245,0.103625,0.020768,0.010677,0.000136,0.010518,0.053952,0.003518,-0.000019
6,6,False,True,0.208821,0.105392,0.021698,0.010094,0.000136,0.010495,0.056880,0.004074,-0.000020
7,7,False,True,0.203804,0.102703,0.020050,0.009684,0.000137,0.010998,0.056000,0.004177,-0.000023
8,8,False,True,0.211512,0.103435,0.020011,0.009756,0.000145,0.011487,0.061447,0.005168,-0.000027
9,9,False,True,0.205495,0.102756,0.019532,0.009112,0.000134,0.010968,0.058082,0.004853,-0.000027
10,10,False,True,0.210693,0.102488,0.019370,0.009105,0.000135,0.010937,0.062737,0.005857,-0.000032
inf,inf,False,True,0.206669,0.105218,0.017456,0.006845,0.000133,0.010703,0.056859,0.009374,-0.000047
