rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.183358,0.102728,0.022485,0.015445,0.000148,0.011029,0.031139,0.000345,-0.000006
1,1,False,True,0.189715,0.102547,0.021157,0.011402,0.000142,0.010953,0.042076,0.001396,-0.000010
2,2,False,True,0.194342,0.104318,0.021081,0.011640,0.000141,0.011464,0.043727,0.001927,-0.000013
3,3,False,True,0.197875,0.103038,0.020836,0.011043,0.000181,0.011223,0.049184,0.002321,-0.000015
4,4,False,True,0.196448,0.102659,0.020813,0.010890,0.000140,0.011627,0.047247,0.003020,-0.000017
5,5,False,True,0.197924,0.102643,0.020553,0.010281,0.000136,0.010831,0.049890,0.003538,-0.000020
6,6,False,True,0.205857,0.103577,0.020442,0.009857,0.000138,0.010917,0.056585,0.004287,-0.000022
7,7,False,True,0.204890,0.102244,0.019817,0.009525,0.000138,0.010862,0.057940,0.004309,-0.000023
8,8,False,True,0.203195,0.103432,0.019871,0.009347,0.000134,0.010348,0.055172,0.004835,-0.000025
9,9,False,True,0.208433,0.103603,0.019676,0.009123,0.000133,0.010961,0.059871,0.005008,-0.000027
10,10,False,True,0.213188,0.104729,0.019612,0.009200,0.000136,0.010581,0.062863,0.006006,-0.000030
inf,inf,False,True,0.206492,0.102738,0.017381,0.006627,0.000130,0.011182,0.058294,0.010059,-0.000048
