rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.186624,0.102798,0.022422,0.015572,0.000143,0.011012,0.034170,0.000458,-0.000007
1,1,False,True,0.190599,0.102876,0.021202,0.011742,0.000140,0.010966,0.042034,0.001595,-0.000012
2,2,False,True,0.198196,0.103571,0.021627,0.011167,0.000141,0.011601,0.048080,0.001964,-0.000014
3,3,False,True,0.197058,0.103292,0.020989,0.011158,0.000144,0.011613,0.047444,0.002370,-0.000016
4,4,False,True,0.195078,0.102827,0.020801,0.010806,0.000161,0.011438,0.046373,0.002624,-0.000017
5,5,False,True,0.200966,0.102749,0.020583,0.010255,0.000137,0.010959,0.052986,0.003247,-0.000019
6,6,False,True,0.203555,0.103913,0.020125,0.010005,0.000138,0.010934,0.054599,0.003788,-0.000022
7,7,False,True,0.210545,0.105278,0.020537,0.009860,0.000147,0.011176,0.058919,0.004572,-0.000024
8,8,False,True,0.206193,0.104352,0.019839,0.009541,0.000135,0.010679,0.056933,0.004656,-0.000025
9,9,False,True,0.208766,0.103403,0.019845,0.009345,0.000136,0.010518,0.060301,0.005150,-0.000036
10,10,False,True,0.212938,0.103540,0.019299,0.008779,0.000136,0.010982,0.064003,0.006134,-0.000031
inf,inf,False,True,0.203798,0.103818,0.017507,0.006621,0.000130,0.010339,0.055192,0.010111,-0.000047
