rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.181872,0.102765,0.022543,0.015581,0.000146,0.010905,0.029539,0.000353,-0.000007
1,1,False,True,0.192578,0.104047,0.021468,0.011872,0.000145,0.011233,0.042144,0.001625,-0.000012
2,2,False,True,0.195263,0.103159,0.021039,0.011148,0.000138,0.010860,0.046635,0.002237,-0.000014
3,3,False,True,0.197057,0.102839,0.020899,0.011031,0.000139,0.011272,0.048153,0.002676,-0.000016
4,4,False,True,0.195695,0.102505,0.020717,0.010816,0.000139,0.010790,0.047695,0.002983,-0.000017
5,5,False,True,0.212081,0.108991,0.020628,0.011516,0.000164,0.010881,0.056318,0.003525,-0.000023
6,6,False,True,0.206566,0.103102,0.020249,0.009816,0.000136,0.011058,0.058379,0.003773,-0.000021
7,7,False,True,0.206573,0.103195,0.020179,0.009765,0.000135,0.010995,0.058046,0.004202,-0.000023
8,8,False,True,0.209809,0.104755,0.020370,0.009701,0.000138,0.010611,0.059129,0.005047,-0.000025
9,9,False,True,0.206169,0.102695,0.019586,0.009117,0.000135,0.010826,0.058273,0.005476,-0.000029
10,10,False,True,0.208148,0.104062,0.019404,0.009069,0.000133,0.010514,0.059479,0.005424,-0.000030
inf,inf,False,True,0.203028,0.104820,0.017586,0.006629,0.000130,0.010721,0.052974,0.010088,-0.000048
