key,value
rw_delta,0
ww_delta,0
alt_barr,False
data_deps,True
total_time_sec,0.512923
load_time_sec,0.242642
detect_races_time_sec,0.053476
extract_traces_time_sec,0.037324
find_reactive_cmds_time_sec,0.000429
find_proactive_cmds_time_sec,0.100127
find_covered_races_time,0.078219
per_packet_inconsistent_time_sec,0.000653
find_inconsistent_update_time_sec,-0.000009
