rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.184900,0.106330,0.022518,0.015472,0.000146,0.010717,0.029310,0.000367,-0.000006
1,1,False,True,0.188590,0.103620,0.021079,0.011763,0.000141,0.011179,0.039383,0.001383,-0.000010
2,2,False,True,0.195311,0.103135,0.020914,0.011244,0.000140,0.011437,0.046140,0.002254,-0.000014
3,3,False,True,0.196843,0.103519,0.020928,0.011201,0.000141,0.011792,0.046857,0.002358,-0.000016
4,4,False,True,0.197681,0.102810,0.020847,0.011045,0.000143,0.011386,0.048751,0.002651,-0.000017
5,5,False,True,0.208590,0.106372,0.020776,0.011257,0.000147,0.011080,0.055406,0.003501,-0.000020
6,6,False,True,0.207137,0.103378,0.020205,0.009892,0.000136,0.013019,0.056140,0.004313,-0.000022
7,7,False,True,0.205528,0.102760,0.019995,0.009962,0.000140,0.010903,0.057136,0.004575,-0.000024
8,8,False,True,0.209860,0.102857,0.019861,0.009630,0.000135,0.011186,0.061065,0.005068,-0.000026
9,9,False,True,0.204927,0.102166,0.019520,0.009127,0.000135,0.010953,0.057563,0.005404,-0.000027
10,10,False,True,0.210526,0.103105,0.019266,0.008798,0.000136,0.010991,0.062062,0.006105,-0.000031
inf,inf,False,True,0.204527,0.103642,0.017535,0.006577,0.000135,0.010632,0.056062,0.009865,-0.000047
