rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.183672,0.104499,0.022813,0.015465,0.000144,0.010408,0.029990,0.000316,-0.000007
1,1,False,True,0.192237,0.102701,0.021179,0.011556,0.000144,0.011621,0.043360,0.001632,-0.000012
2,2,False,True,0.194114,0.103958,0.021101,0.011352,0.000138,0.011005,0.044291,0.002220,-0.000014
3,3,False,True,0.194138,0.103479,0.021115,0.011021,0.000140,0.010992,0.044702,0.002641,-0.000016
4,4,False,True,0.193495,0.103380,0.020906,0.011131,0.000139,0.011073,0.044169,0.002651,-0.000016
5,5,False,True,0.204326,0.102981,0.020375,0.010392,0.000138,0.010792,0.055900,0.003696,-0.000020
6,6,False,True,0.205141,0.103915,0.020358,0.009797,0.000136,0.010553,0.055985,0.004343,-0.000022
7,7,False,True,0.206665,0.103426,0.020125,0.009831,0.000138,0.010609,0.057849,0.004629,-0.000025
8,8,False,True,0.204844,0.102427,0.019783,0.009398,0.000137,0.010965,0.057004,0.005070,-0.000029
9,9,False,True,0.208440,0.104249,0.019841,0.009333,0.000135,0.010564,0.059345,0.004914,-0.000027
10,10,False,True,0.214818,0.105584,0.019796,0.008873,0.000137,0.010919,0.063408,0.006038,-0.000032
inf,inf,False,True,0.209035,0.104604,0.017816,0.006844,0.000137,0.011408,0.058401,0.009747,-0.000047
