rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.192596,0.108559,0.023160,0.016604,0.000156,0.010758,0.032942,0.000378,-0.000006
1,1,False,True,0.188146,0.103374,0.021372,0.011543,0.000144,0.011599,0.038466,0.001603,-0.000011
2,2,False,True,0.190931,0.102538,0.022404,0.011130,0.000138,0.010928,0.041823,0.001926,-0.000014
3,3,False,True,0.196223,0.102843,0.020850,0.011122,0.000140,0.010963,0.047912,0.002347,-0.000015
4,4,False,True,0.197034,0.102711,0.020757,0.010841,0.000140,0.011431,0.048089,0.003014,-0.000018
5,5,False,True,0.204243,0.102500,0.020706,0.010480,0.000136,0.011089,0.055727,0.003555,-0.000019
6,6,False,True,0.205549,0.104063,0.020654,0.009882,0.000155,0.010806,0.055809,0.004125,-0.000023
7,7,False,True,0.206998,0.103136,0.019911,0.010276,0.000159,0.010837,0.058443,0.004181,-0.000023
8,8,False,True,0.204594,0.103588,0.019809,0.009435,0.000139,0.010991,0.055423,0.005151,-0.000026
9,9,False,True,0.210583,0.106798,0.019798,0.009230,0.000136,0.010556,0.058688,0.005320,-0.000026
10,10,False,True,0.210935,0.103670,0.019776,0.008871,0.000140,0.010891,0.061706,0.005820,-0.000030
inf,inf,False,True,0.201622,0.103252,0.017427,0.006654,0.000131,0.010462,0.053471,0.010145,-0.000048
