rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.153345,0.111938,0.019863,0.005974,0.000130,0.010321,0.004869,0.000213,-0.000006
1,1,False,True,0.160168,0.118597,0.019464,0.005723,0.000129,0.010437,0.005339,0.000438,-0.000008
2,2,False,True,0.155080,0.113227,0.019719,0.005449,0.000130,0.010313,0.005344,0.000855,-0.000010
3,3,False,True,0.155480,0.113129,0.019282,0.005347,0.000125,0.011023,0.005493,0.001013,-0.000010
4,4,False,True,0.158287,0.115975,0.019216,0.005846,0.000123,0.010267,0.005705,0.001113,-0.000011
5,5,False,True,0.155238,0.112039,0.019304,0.005307,0.000129,0.010950,0.006118,0.001342,-0.000012
6,6,False,True,0.165358,0.112588,0.026921,0.007301,0.000234,0.010508,0.006412,0.001352,-0.000012
7,7,False,True,0.164081,0.119768,0.018997,0.005179,0.000129,0.011124,0.007016,0.001812,-0.000015
8,8,False,True,0.157655,0.114166,0.019043,0.005243,0.000126,0.010308,0.007151,0.001573,-0.000013
9,9,False,True,0.161043,0.111295,0.019804,0.005089,0.000127,0.014907,0.007272,0.002485,-0.000020
10,10,False,True,0.165105,0.114868,0.022002,0.006337,0.000145,0.011301,0.007879,0.002523,-0.000018
inf,inf,False,True,0.157997,0.111381,0.018253,0.004382,0.000123,0.010755,0.009159,0.003884,-0.000028
