rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.157790,0.116525,0.019567,0.005797,0.000125,0.010677,0.004854,0.000208,-0.000006
1,1,False,True,0.157535,0.114443,0.020337,0.005640,0.000129,0.010703,0.005829,0.000415,-0.000007
2,2,False,True,0.156233,0.112085,0.021040,0.005516,0.000126,0.010567,0.005881,0.000974,-0.000010
3,3,False,True,0.155796,0.111542,0.020366,0.006609,0.000140,0.010556,0.005501,0.001040,-0.000010
4,4,False,True,0.156824,0.113740,0.019271,0.005425,0.000129,0.010572,0.006338,0.001305,-0.000012
5,5,False,True,0.159471,0.116606,0.019156,0.005279,0.000127,0.010923,0.005991,0.001341,-0.000013
6,6,False,True,0.159578,0.116121,0.019335,0.005214,0.000126,0.010624,0.006554,0.001559,-0.000013
7,7,False,True,0.159635,0.115611,0.019441,0.005643,0.000146,0.010565,0.006360,0.001821,-0.000017
8,8,False,True,0.155897,0.112015,0.019086,0.005168,0.000124,0.011119,0.006605,0.001732,-0.000017
9,9,False,True,0.157903,0.114607,0.019298,0.005146,0.000128,0.010355,0.006561,0.001762,-0.000015
10,10,False,True,0.158026,0.113087,0.019108,0.004791,0.000123,0.011263,0.007352,0.002239,-0.000017
inf,inf,False,True,0.159734,0.112240,0.018845,0.004721,0.000124,0.010745,0.009490,0.003511,-0.000027
