rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.152227,0.111698,0.019578,0.005667,0.000130,0.010031,0.004876,0.000210,-0.000006
1,1,False,True,0.165543,0.117701,0.024674,0.006733,0.000151,0.010542,0.005322,0.000382,-0.000006
2,2,False,True,0.162091,0.115416,0.019919,0.005516,0.000130,0.014443,0.005755,0.000869,-0.000009
3,3,False,True,0.153004,0.111145,0.019225,0.005317,0.000125,0.010239,0.005719,0.001189,-0.000011
4,4,False,True,0.155785,0.112977,0.019551,0.005425,0.000129,0.010240,0.006112,0.001307,-0.000011
5,5,False,True,0.155110,0.112054,0.019486,0.005225,0.000124,0.010761,0.006009,0.001407,-0.000012
6,6,False,True,0.158099,0.113370,0.019324,0.005826,0.000129,0.010651,0.006987,0.001735,-0.000015
7,7,False,True,0.156162,0.112158,0.019303,0.005098,0.000124,0.010693,0.006922,0.001817,-0.000014
8,8,False,True,0.156770,0.113797,0.019320,0.005100,0.000125,0.010249,0.006306,0.001828,-0.000013
9,9,False,True,0.161155,0.113482,0.022939,0.005338,0.000133,0.010810,0.006692,0.001715,-0.000014
10,10,False,True,0.160842,0.116873,0.018740,0.004801,0.000123,0.010737,0.007277,0.002242,-0.000017
inf,inf,False,True,0.157917,0.111483,0.018279,0.004390,0.000123,0.010976,0.009005,0.003605,-0.000026
