key/t,inf,10,9,8,7,6,5,4,3,2,1,0
num_read,537,537,537,537,537,537,537,537,537,537,537,537
num_writes,379,379,379,379,379,379,379,379,379,379,379,379
num_ops,916,916,916,916,916,916,916,916,916,916,916,916
num_rw_time_edges,0,1933,2258,2603,2935,3210,3398,3597,3651,3767,3422,2485
num_ww_time_edges,0,681,848,1037,1279,1573,1939,2343,2716,3007,3232,3388
num_time_edges,0,2614,3106,3640,4214,4783,5337,5940,6367,6774,6654,5873
num_harmful,11228,7700,7057,6352,5582,4754,3838,2896,1976,1214,591,0
num_commute,28739,28709,28698,28679,28665,28650,28546,28510,28419,28343,27616,24930
num_races,39967,36409,35755,35031,34247,33404,32384,31406,30395,29557,28207,24930
num_per_pkt_races,150,140,136,130,122,117,109,105,100,90,85,0
num_per_pkt_inconsistent,129,121,118,113,105,102,95,91,85,80,76,0
num_per_pkt_inconsistent_covered,21,14,14,13,12,11,9,9,9,8,7,0
num_per_pkt_race_version,0,5,4,4,5,4,5,5,6,2,2,0
num_per_pkt_inconsistent_no_repeat,109,118,115,111,102,100,94,90,85,80,76,0
