rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,2.917305,1.575107,0.666326,0.370092,0.002398,0.019786,0.282210,0.001328,-0.000019
1,1,False,True,4.027623,1.551945,0.640175,0.355950,0.002462,0.018447,1.444372,0.014196,-0.000035
2,2,False,True,4.253234,1.708891,0.669463,0.340417,0.002511,0.020349,1.491557,0.019966,-0.000040
3,3,False,True,4.182172,1.602259,0.644952,0.348782,0.002658,0.018105,1.546389,0.018942,-0.000045
4,4,False,True,4.227527,1.582987,0.629995,0.318008,0.002470,0.018000,1.654324,0.021643,-0.000061
5,5,False,True,3.979460,1.568925,0.591182,0.299801,0.002328,0.021180,1.472565,0.023386,-0.000055
6,6,False,True,4.194349,1.629469,0.624362,0.322645,0.002620,0.019603,1.566776,0.028778,-0.000057
7,7,False,True,3.927175,1.555131,0.592806,0.308658,0.002470,0.018861,1.424645,0.024509,-0.000057
8,8,False,True,4.083614,1.600550,0.599218,0.306667,0.002482,0.018486,1.529688,0.026426,-0.000058
9,9,False,True,4.131694,1.578174,0.583146,0.306387,0.002441,0.018782,1.614357,0.028304,-0.000063
10,10,False,True,3.997052,1.599754,0.603275,0.305884,0.002387,0.018062,1.438713,0.028868,-0.000068
inf,inf,False,True,3.970930,1.590980,0.604697,0.303284,0.002376,0.019288,1.407880,0.042282,-0.000102
