rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.179443,0.129240,0.020708,0.007803,0.000227,0.010779,0.010437,0.000211,-0.000006
1,1,False,True,0.183733,0.133661,0.020487,0.007628,0.000244,0.011273,0.010062,0.000337,-0.000008
2,2,False,True,0.180604,0.129914,0.020354,0.007451,0.000234,0.011078,0.011007,0.000525,-0.000009
3,3,False,True,0.186372,0.134835,0.020237,0.007193,0.000236,0.011148,0.012066,0.000616,-0.000009
4,4,False,True,0.182471,0.132120,0.019885,0.007251,0.000226,0.010675,0.011640,0.000634,-0.000009
5,5,False,True,0.182314,0.130860,0.020378,0.006684,0.000232,0.011514,0.011758,0.000844,-0.000011
6,6,False,True,0.178069,0.129330,0.019094,0.006328,0.000225,0.011070,0.011092,0.000889,-0.000011
7,7,False,True,0.180513,0.130937,0.019061,0.005878,0.000228,0.010694,0.012431,0.001238,-0.000014
8,8,False,True,0.176550,0.128035,0.018122,0.005466,0.000225,0.010913,0.012275,0.001468,-0.000014
9,9,False,True,0.178209,0.128823,0.017828,0.005314,0.000224,0.011717,0.012912,0.001345,-0.000015
10,10,False,True,0.180434,0.129022,0.018396,0.005264,0.000226,0.011134,0.014784,0.001560,-0.000016
inf,inf,False,True,0.182321,0.130449,0.017864,0.005302,0.000225,0.011176,0.014665,0.002585,-0.000022
