rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.178851,0.128391,0.020859,0.008271,0.000235,0.011046,0.009826,0.000185,-0.000006
1,1,False,True,0.180002,0.129132,0.020618,0.007515,0.000228,0.010998,0.011096,0.000376,-0.000007
2,2,False,True,0.179457,0.128792,0.020265,0.007975,0.000268,0.011237,0.010424,0.000457,-0.000008
3,3,False,True,0.186160,0.135849,0.020164,0.007471,0.000271,0.011229,0.010598,0.000539,-0.000009
4,4,False,True,0.183793,0.134110,0.020004,0.006966,0.000228,0.011095,0.010629,0.000719,-0.000010
5,5,False,True,0.178691,0.129338,0.019693,0.006723,0.000228,0.011014,0.010807,0.000844,-0.000011
6,6,False,True,0.179968,0.130301,0.019152,0.006539,0.000228,0.011388,0.011419,0.000898,-0.000011
7,7,False,True,0.183456,0.133415,0.018761,0.005963,0.000228,0.011321,0.012505,0.001218,-0.000013
8,8,False,True,0.179539,0.130312,0.018189,0.005428,0.000284,0.011532,0.012355,0.001391,-0.000015
9,9,False,True,0.180311,0.130970,0.017914,0.005361,0.000226,0.011016,0.013401,0.001358,-0.000014
10,10,False,True,0.182715,0.129344,0.018940,0.005485,0.000232,0.012475,0.014640,0.001550,-0.000016
inf,inf,False,True,0.181777,0.129183,0.017790,0.005321,0.000227,0.011218,0.015265,0.002703,-0.000024
