rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.179554,0.129514,0.020764,0.007896,0.000233,0.011082,0.009842,0.000186,-0.000007
1,1,False,True,0.180208,0.128788,0.020533,0.007537,0.000226,0.010916,0.011793,0.000374,-0.000008
2,2,False,True,0.179878,0.129584,0.020488,0.007803,0.000226,0.010673,0.010545,0.000518,-0.000009
3,3,False,True,0.186120,0.133771,0.021519,0.007577,0.000272,0.011039,0.011350,0.000553,-0.000008
4,4,False,True,0.179822,0.128801,0.019924,0.007005,0.000227,0.010942,0.012240,0.000639,-0.000009
5,5,False,True,0.177556,0.128422,0.019561,0.006753,0.000280,0.011101,0.010661,0.000736,-0.000010
6,6,False,True,0.177638,0.128602,0.019086,0.006314,0.000224,0.011285,0.011192,0.000892,-0.000011
7,7,False,True,0.180299,0.130705,0.018933,0.005863,0.000229,0.010775,0.012530,0.001219,-0.000013
8,8,False,True,0.180945,0.130225,0.018283,0.005523,0.000233,0.011092,0.014107,0.001437,-0.000014
9,9,False,True,0.181691,0.131519,0.018242,0.005334,0.000225,0.011209,0.013764,0.001352,-0.000015
10,10,False,True,0.181354,0.132084,0.018253,0.005458,0.000233,0.010855,0.013054,0.001371,-0.000014
inf,inf,False,True,0.180349,0.128799,0.017679,0.005305,0.000226,0.011258,0.014695,0.002332,-0.000022
