rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.180220,0.129812,0.020798,0.007840,0.000228,0.011288,0.010032,0.000184,-0.000006
1,1,False,True,0.179722,0.129296,0.020556,0.007565,0.000232,0.010729,0.010977,0.000329,-0.000007
2,2,False,True,0.181760,0.130811,0.020319,0.007646,0.000268,0.010909,0.011160,0.000599,-0.000009
3,3,False,True,0.187227,0.136596,0.020386,0.007225,0.000229,0.011038,0.011185,0.000528,-0.000009
4,4,False,True,0.178980,0.128764,0.019843,0.007282,0.000228,0.011073,0.011114,0.000635,-0.000009
5,5,False,True,0.182009,0.132188,0.019930,0.006641,0.000234,0.011054,0.011187,0.000733,-0.000010
6,6,False,True,0.185460,0.129641,0.023798,0.006801,0.000231,0.011548,0.012498,0.000899,-0.000011
7,7,False,True,0.184137,0.133790,0.018833,0.006375,0.000235,0.010824,0.012874,0.001163,-0.000012
8,8,False,True,0.182334,0.132332,0.018082,0.005485,0.000232,0.011787,0.012907,0.001462,-0.000014
9,9,False,True,0.182642,0.130935,0.018144,0.005483,0.000237,0.011368,0.014866,0.001559,-0.000016
10,10,False,True,0.177982,0.128765,0.017983,0.005352,0.000230,0.011286,0.012771,0.001547,-0.000015
inf,inf,False,True,0.178923,0.128934,0.017768,0.005428,0.000230,0.010594,0.013560,0.002354,-0.000022
