rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.072017,0.045724,0.009703,0.006310,0.000109,0.003055,0.006955,0.000148,0.000006
1,1,False,True,0.071127,0.045312,0.009337,0.005811,0.000106,0.003031,0.007164,0.000351,0.000007
2,2,False,True,0.070709,0.045371,0.009063,0.005354,0.000107,0.003049,0.007248,0.000501,0.000008
3,3,False,True,0.071130,0.045622,0.008854,0.005208,0.000107,0.002962,0.007760,0.000600,0.000009
4,4,False,True,0.071926,0.045874,0.009034,0.005391,0.000109,0.003010,0.007767,0.000723,0.000010
5,5,False,True,0.077506,0.048785,0.010124,0.005657,0.000134,0.003373,0.008571,0.000835,0.000013
6,6,False,True,0.079259,0.050079,0.010097,0.005711,0.000143,0.003472,0.008794,0.000936,0.000013
7,7,False,True,0.077212,0.048771,0.009776,0.005505,0.000128,0.003343,0.008755,0.000908,0.000014
8,8,False,True,0.073767,0.046491,0.009264,0.004901,0.000120,0.003173,0.008783,0.001009,0.000014
9,9,False,True,0.072852,0.045729,0.008848,0.004671,0.000117,0.003141,0.009157,0.001162,0.000015
10,10,False,True,0.093742,0.058506,0.010938,0.005879,0.000138,0.003701,0.012912,0.001640,0.000018
inf,inf,False,True,0.073905,0.045827,0.007790,0.003591,0.000104,0.002997,0.011495,0.002070,0.000023
