rw_delta,ww_delta,alt_barr,data_deps,num_events,num_edges,num_ops,num_read,num_writes,num_time_edges,num_races,num_harmful,num_commute,num_covered,num_time_filtered_races,num_pkts,num_per_pkt_races,num_per_pkt_inconsistent,num_per_pkt_inconsistent_covered,num_per_pkt_entry_version_race,num_per_pkt_inconsistent_no_repeat,num_versions,num_racing_versions
0,0,False,True,314,563,77,70,7,271,494,0,223,0,271,70,0,0,0,0,0,5,0
1,1,False,True,314,545,77,70,7,247,494,24,223,0,247,70,10,0,0,10,0,5,0
2,2,False,True,314,533,77,70,7,227,494,44,223,0,227,70,18,0,0,18,0,5,0
3,3,False,True,314,515,77,70,7,205,494,63,223,3,205,70,22,0,3,19,0,5,0
4,4,False,True,314,512,77,70,7,202,494,63,223,6,202,70,22,0,6,16,0,5,0
5,5,False,True,314,498,77,70,7,186,494,69,223,16,186,70,24,0,16,8,0,5,0
6,6,False,True,314,490,77,70,7,174,494,81,223,16,174,70,28,0,16,12,0,5,0
7,7,False,True,314,478,77,70,7,155,494,99,223,17,155,70,35,0,17,18,0,5,0
8,8,False,True,314,468,77,70,7,144,494,105,223,22,144,70,36,0,22,14,0,5,0
9,9,False,True,314,451,77,70,7,120,494,124,223,27,120,70,43,0,27,16,0,5,0
10,10,False,True,314,440,77,70,7,105,494,136,223,30,105,70,47,0,30,17,0,5,0
inf,inf,False,True,314,358,77,70,7,0,494,207,223,64,0,70,70,0,64,6,0,5,0
