rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.214773,0.118339,0.039840,0.015911,0.000163,0.010297,0.029848,0.000338,-0.000006
1,1,False,True,0.228703,0.114088,0.041867,0.014521,0.000163,0.010704,0.045020,0.002295,-0.000013
2,2,False,True,0.242907,0.117162,0.037082,0.013687,0.000157,0.010692,0.060572,0.003500,-0.000019
3,3,False,True,0.250701,0.115467,0.036674,0.013052,0.000152,0.010615,0.069918,0.004769,-0.000023
4,4,False,True,0.256833,0.114599,0.036429,0.013045,0.000153,0.011361,0.076147,0.005044,-0.000023
5,5,False,True,0.261786,0.116968,0.036431,0.013001,0.000159,0.010609,0.078697,0.005862,-0.000027
6,6,False,True,0.265328,0.114401,0.035744,0.012370,0.000153,0.010686,0.084945,0.006966,-0.000031
7,7,False,True,0.274815,0.114792,0.035228,0.011700,0.000150,0.010347,0.094682,0.007848,-0.000037
8,8,False,True,0.284426,0.117148,0.035520,0.011669,0.000150,0.010459,0.100919,0.008488,-0.000040
9,9,False,True,0.291827,0.117655,0.035121,0.010468,0.000154,0.010963,0.107389,0.010000,-0.000045
10,10,False,True,0.288253,0.115283,0.033930,0.009866,0.000146,0.011225,0.106901,0.010818,-0.000049
inf,inf,False,True,0.270794,0.114712,0.031023,0.007280,0.000138,0.010478,0.089237,0.017820,-0.000073
