rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.208161,0.114868,0.037605,0.015928,0.000160,0.010795,0.028434,0.000331,-0.000006
1,1,False,True,0.230326,0.119962,0.037513,0.014547,0.000158,0.011101,0.044504,0.002493,-0.000014
2,2,False,True,0.241956,0.113756,0.036653,0.013718,0.000153,0.010299,0.063373,0.003953,-0.000019
3,3,False,True,0.254069,0.114753,0.036638,0.012904,0.000153,0.010538,0.074195,0.004829,-0.000023
4,4,False,True,0.250484,0.113770,0.036276,0.012871,0.000154,0.010705,0.071627,0.005026,-0.000024
5,5,False,True,0.269457,0.121426,0.037046,0.013727,0.000196,0.011272,0.080047,0.005683,-0.000028
6,6,False,True,0.263948,0.113556,0.035767,0.012272,0.000153,0.010885,0.084130,0.007121,-0.000031
7,7,False,True,0.273806,0.114591,0.035492,0.012069,0.000150,0.010406,0.092866,0.008163,-0.000037
8,8,False,True,0.279637,0.116039,0.035046,0.011453,0.000147,0.011184,0.097443,0.008249,-0.000043
9,9,False,True,0.280611,0.114183,0.034671,0.010203,0.000146,0.011252,0.100391,0.009689,-0.000044
10,10,False,True,0.296186,0.116123,0.034815,0.009836,0.000146,0.011440,0.111942,0.011801,-0.000050
inf,inf,False,True,0.268326,0.113645,0.030978,0.007207,0.000134,0.010530,0.088080,0.017647,-0.000073
