rw_delta,ww_delta,alt_barr,data_deps,total_time_sec,load_time_sec,detect_races_time_sec,extract_traces_time_sec,find_reactive_cmds_time_sec,find_proactive_cmds_time_sec,find_covered_races_time,per_packet_inconsistent_time_sec,find_inconsistent_update_time_sec
0,0,False,True,0.207907,0.114555,0.037572,0.015710,0.000157,0.010604,0.028929,0.000338,-0.000009
1,1,False,True,0.221563,0.113770,0.037284,0.014130,0.000159,0.010287,0.043566,0.002318,-0.000014
2,2,False,True,0.241438,0.115258,0.036832,0.013618,0.000176,0.010498,0.061418,0.003588,-0.000018
3,3,False,True,0.251975,0.113858,0.036151,0.012963,0.000153,0.010299,0.073361,0.005135,-0.000023
4,4,False,True,0.262525,0.117971,0.036592,0.013463,0.000158,0.010513,0.078228,0.005544,-0.000025
5,5,False,True,0.268299,0.119846,0.036310,0.013234,0.000157,0.011075,0.081205,0.006413,-0.000028
6,6,False,True,0.263765,0.113937,0.035777,0.012286,0.000149,0.010675,0.083652,0.007225,-0.000031
7,7,False,True,0.281973,0.119373,0.035097,0.011761,0.000174,0.010850,0.096641,0.008010,-0.000037
8,8,False,True,0.280480,0.113964,0.034964,0.011400,0.000148,0.010221,0.100623,0.009087,-0.000040
9,9,False,True,0.289949,0.119064,0.035149,0.010136,0.000148,0.010695,0.104964,0.009717,-0.000044
10,10,False,True,0.285042,0.113859,0.034862,0.009628,0.000144,0.011098,0.104243,0.011126,-0.000049
inf,inf,False,True,0.278314,0.117255,0.031343,0.007294,0.000140,0.010807,0.093428,0.017941,-0.000073
